îNåé,è§ïi,êîó ,íËâøîÑè„,îÑè„çÇ,îÑè„å¥âø
202102,KY-T,35,1085,404,455
202102,BI-O,11,594,579.09,231
202102,OB-U,44,748,749.7,264
202102,ND-C,32,864,842.88,352
202102,RR-B,46,2024,336.96,736
202102,MW-K,36,1080,303.05,396
202102,YD-O,28,812,799.28,280
202102,XH-W,12,216,116.85,96
202102,TD-E,16,144,132.05,64
202102,YJ-G,45,1440,541.53,585
202102,BC-B,33,3630,470.25,1254
202102,QW-G,13,611,552,234
202102,HD-T,34,646,449,238
202102,MN-G,14,140,132.05,56
202102,LR-Q,11,506,503,176
202102,OQ-N,25,550,545,225
202102,BA-B,22,616,618,264
202102,PC-W,46,828,829,276
202102,QQ-H,22,418,413,154
202102,SZ-U,42,252,236,84
202102,YM-H,11,825,800.25,275
202102,RE-T,35,840,809.95,280
202102,ET-O,38,418,399.96,152
202102,NX-G,19,817,811.8,342
202102,NI-H,44,880,834.24,352
202102,XF-V,18,324,304,126
202102,IA-D,45,675,675,225
202102,AD-K,17,697,689.04,255
202102,JH-A,50,650,617.4,250
202102,EM-C,39,897,883,390
202102,CU-R,44,396,408,132
202102,KZ-E,20,280,278,100
202102,BR-I,38,380,379.05,152
202102,UH-E,20,680,672.21,300
202102,YV-K,37,629,642,222
202102,IL-N,10,710,678.72,290
202102,IM-A,28,476,471.38,224
202102,QP-G,5,555,531.84,200
202102,TG-I,15,360,350.4,135
202102,EU-N,20,520,508.8,220
202102,UR-J,18,468,448.4,180
202102,LA-L,22,1232,723.84,484
202102,LA-L,11,616,617,242
202102,BW-B,35,455,443.52,140
202102,RC-S,49,490,507,196
202102,FV-H,47,282,303,141
202102,SR-Z,11,737,719.74,308
202102,YV-C,40,240,232.65,80
202102,OJ-W,25,525,504.4,225
202102,MR-D,42,336,318.16,126
202102,ZV-G,6,276,268.69,102
202102,XE-E,26,598,563.35,208
202102,GH-P,6,294,279.3,102
202102,XX-G,34,272,254.14,102
202102,DG-D,50,200,188.18,50
202102,SE-I,15,735,739,285
202102,AZ-J,19,741,729.63,323
202102,TC-W,18,684,656.45,270
202102,BC-V,28,756,752,280
202102,PH-D,37,111,96,37
202102,UF-F,48,144,161.37,48
202102,XC-V,24,120,123.48,48
202102,DZ-D,35,525,503.72,175
202102,XE-P,35,210,193.05,70
202102,HD-K,36,792,785.07,288
202102,DT-I,41,287,283.24,123
202102,HG-G,49,539,497.28,196
202102,WV-S,21,462,453.96,210
202102,QG-K,17,714,682.1,255
202102,GK-I,34,374,364.32,170
202102,UM-Q,16,128,132,48
202102,JA-Y,44,220,198.85,88
202102,KA-X,17,748,719.74,323
202102,XS-N,45,900,837.9,315
202102,XZ-M,21,798,759.05,294
202102,UQ-I,30,180,181,60
202102,VF-T,21,357,341.44,126
202102,TO-R,8,480,484,192
202102,CV-U,12,312,311.85,120
202102,GT-O,5,285,270.75,115
202102,UG-S,17,102,97.02,34
202102,VK-P,27,216,201.96,81
202102,VN-A,13,247,240.1,91
202102,BU-K,21,798,795,294
202102,ES-J,48,336,331.24,144
202102,TX-M,40,680,681.1,280
202102,WI-U,45,585,549.1,225
202102,SF-H,31,589,571.9,248
202102,KX-U,22,484,490,198
202102,DO-D,33,627,611.52,198
202102,GM-P,22,264,261.25,110
202102,DF-S,32,448,410.4,160
202102,WI-F,32,512,509.85,224
202102,WO-E,35,700,655.68,245
202102,MG-C,32,608,588.98,224
202102,QS-H,45,225,226.38,90
