îNåé,è§ïi,êîó ,íËâøîÑè„,îÑè„çÇ,îÑè„å¥âø
201903,FE-Z,22,2068,345.51,748
201903,IM-L,5,430,420.42,190
201903,NT-C,41,533,530.64,205
201903,HP-F,47,235,217.8,94
201903,UJ-S,34,238,235.71,102
201903,QY-I,32,1120,694.08,384
201903,VC-V,35,560,544.5,210
201903,EF-T,21,735,707.75,252
201903,NP-A,31,403,391.88,155
201903,SG-K,25,775,750.72,300
201903,QL-N,41,779,792,328
201903,KW-E,28,812,824,280
201903,RF-A,34,102,109.61,34
201903,QG-A,30,870,827.45,300
201903,OI-F,15,750,744.48,255
201903,IP-I,46,460,461.34,184
201903,SE-L,11,374,357.12,165
201903,CM-W,48,1920,338.2,768
201903,AC-T,9,810,776.64,297
201903,JR-R,17,340,330.24,119
201903,BF-Y,37,740,740.52,296
201903,TC-M,40,240,246.72,120
201903,XE-Z,17,697,689,289
201903,CE-E,49,882,841.7,343
201903,JK-K,21,231,222.75,84
201903,YG-H,35,140,129.01,70
201903,ZG-Z,36,828,808.32,288
201903,PT-S,8,232,229.32,104
201903,GX-M,23,207,210,92
201903,KL-A,35,525,518.95,245
201903,CT-Z,26,832,802.75,364
201903,NB-B,35,805,777.6,350
201903,ML-A,34,544,540.54,204
201903,NB-O,40,280,279.36,120
201903,GU-L,46,460,436.59,184
201903,DK-R,19,874,825.55,304
201903,AI-P,18,288,280.28,108
201903,BA-V,15,345,330.6,135
201903,LH-H,25,200,185.28,75
201903,DT-V,43,301,272.65,129
201903,AU-T,40,1920,90.09,800
201903,WF-K,50,300,270.48,100
201903,KY-M,46,184,172,92
201903,XU-O,7,119,112.1,42
201903,EZ-F,42,504,473.28,210
201903,RS-B,26,650,647.46,260
201903,PE-I,16,656,618.45,240
201903,LI-W,30,810,793.46,360
201903,UC-N,15,540,534.1,240
201903,ER-B,24,312,310.4,144
201903,JF-C,10,640,636.57,230
201903,UA-V,46,414,419,138
201903,HG-L,13,494,498,208
201903,WK-N,29,145,141.57,58
201903,SC-V,7,896,851.2,378
201903,WW-G,17,357,355.41,136
201903,TO-H,46,322,317,92
201903,KE-D,18,810,801.9,342
201903,JT-H,32,800,776.16,288
201903,AC-B,26,182,177.38,78
201903,HK-J,36,252,244.44,108
201903,OW-H,21,252,247,105
201903,VK-N,31,682,667.26,279
201903,PE-R,29,870,881,377
201903,GN-O,16,544,186.24,224
201903,KA-O,5,870,835.2,360
201903,RM-M,22,594,569.28,220
201903,EU-V,24,336,292.6,120
201903,QM-G,7,602,591.92,252
201903,HV-S,6,876,868.23,366
201903,SM-T,20,340,334.62,140
201903,AY-F,20,100,93.1,40
201903,FC-Z,46,138,147.84,46
201903,EZ-A,50,250,265.32,100
201903,JK-T,34,646,643,238
201903,YI-U,30,150,152,60
201903,YZ-B,24,768,758.52,336
201903,EJ-H,25,225,233.64,100
201903,MS-A,31,744,720.1,310
201903,VY-W,43,860,842.93,344
201903,LR-T,15,450,439.56,150
201903,YJ-W,43,602,599.46,215
201903,CY-U,35,385,385.09,140
201903,JU-Y,33,429,422.75,198
201903,FE-G,7,742,732.6,266
201903,TE-B,44,836,816.34,308
201903,SQ-Z,38,456,429.12,190
201903,LI-O,26,234,232.75,78
201903,QS-G,16,320,318.16,112
201903,OQ-M,27,459,434.15,162
201903,EN-Z,30,270,257.74,120
201903,RB-H,16,720,718,256
201903,UQ-B,21,441,448,189
201903,FS-K,17,289,274.51,119
201903,WO-R,37,222,224,74
201903,XF-U,21,315,215.34,126
201903,HM-L,22,704,675.84,308
201903,GL-D,18,504,488.64,180
201903,NY-N,38,836,823.53,304
201903,BC-G,16,767,728.65,284
201903,BO-F,39,833,783.02,225
201903,LS-B,49,107,100.58,27
201903,YD-E,15,2209,1921.83,751
201903,ED-M,7,385,331.1,127
201903,NP-Z,22,244,209.84,85
201903,FD-G,38,290,266.8,75
201903,IH-B,41,696,591.6,202
201903,EA-L,38,1798,1510.32,647
201903,AX-B,36,1248,1123.2,387
201903,VY-I,19,2443,2296.42,611
201903,DM-Z,44,365,299.3,120
201903,RW-S,23,258,227.04,67
201903,WC-P,22,1236,1062.96,346
201903,GH-W,45,1758,1476.72,633
201903,FW-U,36,1338,1110.54,468
201903,SS-A,7,2216,1905.76,620
201903,SH-T,20,452,402.28,113
201903,MX-G,26,266,223.44,98
201903,JA-V,47,1690,1521,439
201903,HV-X,44,1139,1013.71,387
201903,IT-K,34,1588,1460.96,429
201903,GT-C,43,1327,1088.14,332
201903,GQ-Y,48,2474,2078.16,668
201903,PP-G,33,201,168.84,74
201903,XC-R,39,1651,1485.9,561
201903,SW-R,42,616,579.04,234
201903,DR-E,21,2175,1848.75,631
201903,ZA-K,31,1779,1636.68,676
201903,TB-Z,20,1034,940.94,362
201903,BY-H,36,735,690.9,198
201903,QN-H,29,1672,1437.92,635
201903,PJ-P,15,1399,1231.12,364
201903,LV-Z,43,1338,1271.1,348
201903,JK-G,37,1843,1732.42,461
201903,YS-B,13,2219,1908.34,688
201903,NU-J,23,1519,1473.43,410
201903,GE-T,46,871,801.32,322
201903,PQ-E,39,770,746.9,223
201903,ZL-M,43,1440,1224,504
201903,NP-I,20,608,589.76,225
201903,SC-X,28,1049,891.65,273
201903,TO-H,27,1190,999.6,357
201903,UR-T,28,1778,1582.42,462
201903,GZ-W,50,1145,1007.6,344
201903,VU-S,36,542,449.86,168
201903,AT-K,15,2172,1911.36,586
201903,NV-G,7,621,552.69,193
201903,XW-M,15,1195,991.85,442
201903,IV-U,10,1644,1380.96,543
201903,RE-O,27,1263,1086.18,404
201903,RC-Y,10,2243,1861.69,561
201903,MX-O,48,1120,1030.4,291
201903,FU-F,26,2320,2204,696
201903,YQ-Y,24,301,255.85,90
201903,OP-W,13,2087,1961.78,543
201903,DE-V,13,1335,1161.45,494
201903,JZ-O,26,1139,968.15,376
201903,NN-H,49,2070,1966.5,807
201903,PC-W,10,644,560.28,161
201903,FK-N,45,1110,943.5,355
201903,AJ-N,25,904,876.88,280
201903,ZL-D,35,1112,956.32,334
201903,PS-U,6,1423,1209.55,413
201903,EA-K,24,836,744.04,301
201903,UT-A,29,1637,1375.08,655
201903,SW-J,27,923,793.78,351
201903,PH-N,40,1280,1049.6,410
201903,TC-Y,30,1387,1289.91,361
201903,SE-N,12,2065,1837.85,620
201903,CT-Q,29,1013,861.05,405
201903,CT-J,5,194,174.6,76
201903,JW-C,18,2199,1979.1,616
201903,UB-M,46,2135,1921.5,833
201903,YM-I,45,2023,1861.16,506
201903,JW-K,31,1340,1112.2,348
201903,QO-A,35,1614,1501.02,420
201903,EI-Q,37,1281,1101.66,474
201903,OO-L,39,111,98.79,31
201903,OS-Y,20,2156,2026.64,776
201903,QY-T,40,1485,1440.45,460
201903,SH-A,29,1472,1295.36,456
201903,FE-V,17,2164,1990.88,736
201903,JP-C,6,2270,1974.9,590
201903,FM-A,42,485,426.8,160
201903,IQ-D,48,1570,1397.3,534
201903,YW-V,46,239,227.05,72
201903,SK-S,42,200,166,72
201903,VM-W,50,210,186.9,69
201903,QU-D,30,515,494.4,165
201903,PH-Q,11,2500,2425,950
201903,BO-G,24,971,805.93,369
201903,QH-J,46,640,614.4,198
201903,IC-V,27,1576,1339.6,552
201903,UL-C,6,1853,1778.88,574
201903,MV-X,27,181,170.14,62
201903,RD-R,13,1362,1266.66,395
201903,HH-G,6,1093,907.19,273
201903,XL-F,6,2255,1894.2,902
201903,WI-X,40,701,616.88,280
201903,SG-D,31,2359,2075.92,778
201903,WG-Y,10,2154,1766.28,582
201903,JS-Q,36,1631,1549.45,473
201903,AN-M,28,1060,996.4,286
201903,QN-Q,40,1310,1152.8,485
201903,WI-Z,46,1733,1438.39,693
201903,SU-M,50,1563,1344.18,485
201903,TD-K,43,1096,898.72,329
201903,QG-I,48,1722,1601.46,620
201903,JZ-L,12,1893,1684.77,568
201903,KT-I,45,563,546.11,191
201903,JD-K,26,1761,1514.46,564
201903,TZ-X,16,1133,1076.35,374
201903,SK-L,9,2375,2256.25,950
201903,JQ-B,41,2130,1959.6,746
201903,ZQ-I,34,487,448.04,141
201903,DI-E,38,948,862.68,275
201903,BP-V,21,1792,1684.48,699
201903,NF-B,15,799,719.1,280
201903,AF-O,41,2314,2105.74,833
201903,YQ-G,26,1429,1386.13,472
201903,HO-Y,19,115,96.6,35
201903,AM-V,47,1812,1630.8,689
201903,JJ-E,27,2304,2142.72,691
201903,MV-Y,43,1426,1269.14,556
201903,LM-V,11,1801,1476.82,648
201903,AG-U,35,2165,1926.85,801
201903,TC-F,50,732,695.4,212
201903,BO-F,5,1619,1359.96,534
201903,ZT-S,8,2179,2070.05,741
201903,NX-X,18,205,190.65,53
201903,PQ-A,43,2129,1894.81,639
