îNåé,è§ïi,êîó ,íËâøîÑè„,îÑè„çÇ,îÑè„å¥âø
202002,UG-K,50,650,296,300
202002,EC-J,41,1558,803.6,656
202002,DN-G,9,819,813.78,297
202002,LV-F,29,1160,598.5,464
202002,MS-F,47,517,366.52,188
202002,HS-K,38,722,689.92,304
202002,XF-U,21,315,293.55,126
202002,UN-C,40,560,537.38,200
202002,IR-K,40,320,322.42,160
202002,RF-W,29,406,396.48,145
202002,NB-Z,14,406,382.85,154
202002,EK-N,10,630,258.99,210
202002,ER-G,18,414,401.8,180
202002,HH-P,26,494,462.72,208
202002,FM-Y,30,630,611.52,270
202002,VW-V,8,888,891,320
202002,BE-T,24,384,367.63,144
202002,VB-F,24,312,292.94,96
202002,VD-P,20,240,238.62,100
202002,MS-V,42,546,531.84,168
202002,WF-M,36,144,149,72
202002,CB-L,14,504,473.1,182
202002,MW-K,23,690,689.04,253
202002,CD-W,15,540,540,240
202002,YZ-O,45,585,563.35,225
202002,ZM-J,12,252,241.53,108
202002,DD-N,11,726,725,330
202002,KT-N,34,442,412.3,170
202002,GI-S,15,135,124.16,60
202002,BR-L,30,810,797.94,270
202002,PV-Z,8,656,636.32,232
202002,QO-Z,48,528,528.65,192
202002,PR-P,7,399,396.99,140
202002,HS-P,43,430,417.48,172
202002,OK-J,48,480,464.31,144
202002,RQ-K,30,750,732.6,330
202002,UK-J,27,810,769.5,351
202002,ED-P,28,588,565.51,252
202002,YD-O,27,783,182.16,270
202002,TI-W,48,384,388.08,144
202002,DQ-B,39,273,267.9,117
202002,HY-G,13,429,409.45,182
202002,ZZ-W,39,663,638.4,234
202002,QB-N,45,495,486.94,225
202002,SI-Z,26,546,518.7,208
202002,MY-F,22,550,526.3,176
202002,EB-P,25,850,806.55,275
202002,MW-H,26,468,456.87,182
202002,JF-W,50,650,630.8,250
202002,KK-U,19,171,175.42,57
202002,XH-W,46,828,814.77,368
202002,WJ-H,13,520,507.31,221
202002,OB-D,12,408,394.79,144
202002,JT-I,6,552,534.47,192
202002,UT-D,35,665,119,245
202002,UT-D,37,703,659.3,259
202002,DV-R,49,294,269.8,98
202002,ID-P,15,405,393.82,180
202002,AP-A,8,336,324.48,120
202002,FB-H,35,140,118.75,70
202002,VC-Q,23,483,485.1,184
202002,QH-G,33,825,790.55,297
202002,EP-N,20,280,273.6,120
202002,US-X,6,318,317,138
202002,IZ-Z,5,505,498.96,225
202002,OK-C,30,780,782,270
202002,BM-X,8,632,628.65,280
202002,GW-V,50,450,440,150
202002,SA-K,15,135,126.72,60
202002,FR-K,7,350,332.5,147
202002,JJ-A,39,819,810.92,351
202002,XJ-V,33,132,145,66
202002,VX-R,46,276,266.75,92
202002,IA-E,35,805,788,315
202002,PY-Z,37,481,457.84,185
202002,WB-H,6,588,571.33,240
202002,BN-D,39,585,572,195
202002,TD-A,21,294,298.98,126
202002,AT-S,40,640,617.28,280
202002,QI-Q,19,741,707.52,266
202002,HN-T,9,396,378.24,144
202002,EG-E,23,851,847.44,299
202002,DH-X,34,510,487.68,204
202002,AV-K,18,378,355.3,144
202002,AM-M,16,496,497.97,208
202002,ZX-O,24,360,340.1,144
202002,VS-O,28,644,630.14,280
202002,OA-E,29,116,109.61,58
202002,MN-A,9,270,258.02,117
202002,DD-B,32,736,720.71,256
202002,PW-M,17,340,330.66,136
202002,EW-J,11,462,455.4,187
202002,AH-P,6,246,236.16,102
202002,JE-L,16,384,375.36,160
202002,QT-B,29,1624,712,580
202002,XO-U,43,258,243,86
202002,KI-S,5,820,801.64,320
202002,NL-U,40,160,136.77,40
202002,TD-E,47,423,153.45,188
202002,DX-P,26,1240,1128.4,446
202002,HG-U,10,1335,1294.95,401
202002,CF-X,19,371,304.22,122
202002,YV-W,11,1978,1621.96,495
202002,QD-S,13,1783,1604.7,464
202002,XB-B,49,2405,2044.25,866
202002,SZ-V,10,796,676.6,207
202002,RT-E,20,1633,1502.36,490
202002,CL-R,31,1902,1749.84,495
202002,LH-W,50,119,115.43,48
202002,AE-Q,36,2257,2031.3,745
202002,NY-R,43,633,557.04,184
202002,FE-G,6,682,641.08,205
202002,JV-S,42,914,813.46,338
202002,LH-S,29,2170,2018.1,803
202002,ED-L,34,1873,1554.59,599
202002,LT-J,21,126,110.88,47
202002,BV-P,43,1566,1331.1,626
202002,EG-F,33,862,715.46,224
202002,TB-R,48,529,439.07,159
202002,ST-F,12,1340,1259.6,523
202002,YT-H,10,561,544.17,157
202002,VE-Y,23,1246,1046.64,411
202002,UG-E,35,1444,1198.52,491
202002,PP-F,29,606,587.82,182
202002,YT-F,42,371,359.87,108
202002,WE-O,34,1748,1450.84,612
202002,VG-P,29,717,602.28,222
202002,GY-R,36,862,784.42,345
202002,FR-A,28,507,456.3,137
202002,AG-X,7,1138,1035.58,319
202002,YE-U,22,300,264,81
202002,JD-K,16,1425,1168.5,442
202002,WC-Y,9,1166,1119.36,338
202002,NV-X,20,697,578.51,216
202002,PO-E,5,1400,1204,532
202002,AE-L,48,1323,1137.78,437
202002,GB-Z,19,1413,1215.18,452
202002,ZC-F,41,520,452.4,146
202002,VB-R,14,1156,1121.32,393
202002,NL-L,37,2444,2052.96,855
202002,DE-D,48,2425,2303.75,776
202002,TY-H,50,1171,995.35,351
202002,OH-F,48,1246,1171.24,312
202002,NM-F,25,1251,1025.82,325
202002,EV-L,14,1365,1255.8,532
202002,VQ-I,23,866,840.02,329
202002,NT-B,40,150,123,45
202002,KO-T,32,1467,1422.99,499
202002,VI-F,20,1722,1584.24,551
202002,VJ-N,31,887,780.56,231
202002,SW-K,19,1965,1866.75,786
202002,XJ-O,8,942,913.74,264
202002,HW-U,5,909,790.83,264
202002,OZ-F,17,1685,1415.4,590
202002,OY-A,47,1314,1195.74,420
202002,YL-A,24,2085,1813.95,771
202002,LG-S,38,2127,1914.3,617
202002,AI-T,7,710,624.8,263
202002,BJ-Y,21,839,704.76,310
202002,IG-U,46,1677,1509.3,570
202002,ES-O,47,226,210.18,57
202002,EL-A,21,1088,924.8,392
202002,CT-F,48,1332,1198.8,533
202002,KV-J,38,2016,1955.52,504
202002,FM-J,15,531,456.66,207
202002,RD-B,9,1746,1658.7,629
202002,DR-T,37,2127,1893.03,532
202002,JO-A,40,2018,1654.76,726
202002,AB-T,35,1112,1078.64,378
202002,BN-H,27,2115,2051.55,783
202002,WD-S,37,2354,1953.82,730
202002,ZB-J,47,207,198.72,66
202002,FU-K,44,617,536.79,228
202002,HR-O,6,2372,2134.8,925
202002,GD-U,10,1519,1336.72,501
202002,XS-H,7,2133,1749.06,640
202002,GD-H,21,341,286.44,133
