îNåé,è§ïi,êîó ,íËâøîÑè„,îÑè„çÇ,îÑè„å¥âø
201811,NC-R,33,693,154.44,264
201811,OY-G,34,680,632.7,272
201811,WB-Z,25,825,311.04,325
201811,WM-X,18,738,719.32,270
201811,FE-Z,8,752,722.88,272
201811,JH-M,25,900,882.09,400
201811,VJ-P,30,360,350.84,150
201811,QN-O,48,288,278.4,144
201811,QQ-C,21,861,844.47,378
201811,TG-T,18,396,393.96,162
201811,TA-L,49,196,195,49
201811,CD-G,42,168,181,84
201811,HC-Y,25,300,284.21,125
201811,MI-T,39,390,358.08,117
201811,SE-D,17,884,880,391
201811,HZ-R,25,300,298.98,100
201811,NX-X,11,693,668.33,297
201811,PP-J,26,104,111.36,52
201811,CV-H,33,858,846.81,330
201811,CC-X,20,600,584.08,220
201811,UR-B,16,880,866.32,336
201811,SX-C,43,387,385,172
201811,IX-I,7,91,89.24,42
201811,DA-S,27,405,413.82,162
201811,MK-G,41,246,249.48,82
201811,UO-Y,13,182,176,78
201811,BU-F,13,858,844.76,312
201811,TS-Y,21,441,396.99,168
201811,GJ-O,42,546,516.8,210
201811,XN-J,12,660,499.2,252
201811,AF-A,50,500,477.18,200
201811,HB-O,14,378,373,140
201811,BA-Z,49,392,379,147
201811,CI-N,31,341,330.77,124
201811,PW-Q,18,450,440.55,162
201811,JT-P,37,814,816,296
201811,AQ-G,19,779,767.34,342
201811,WJ-X,37,629,627.59,259
201811,UX-A,10,210,207,90
201811,OY-U,28,308,139.68,112
201811,CA-Q,16,624,611.82,272
201811,YV-O,26,728,690.65,286
201811,AC-R,28,644,616.92,252
201811,NW-K,25,450,433.16,175
201811,EC-J,19,722,692.58,304
201811,NG-Z,35,210,207.58,70
201811,WD-E,35,490,474.05,175
201811,ZV-O,22,836,104.94,286
201811,KA-Y,28,504,490.82,196
201811,HB-Z,5,505,499.95,195
201811,HD-Y,6,714,701.68,306
201811,IX-X,21,420,413.22,168
201811,QP-U,24,696,658.56,288
201811,IT-K,27,189,185.25,81
201811,UM-T,21,441,427.77,147
201811,XI-D,39,2340,402.55,819
201811,XQ-L,8,496,475,216
201811,CX-Q,47,658,665,282
201811,AB-F,36,468,456,180
201811,QV-T,12,600,570.24,228
201811,IW-L,13,351,334.4,156
201811,BD-F,27,756,759.33,324
201811,PF-S,25,400,387.6,150
201811,KA-L,20,820,820,300
201811,SP-Z,46,598,585.88,230
201811,MB-K,12,132,130,60
201811,NR-P,37,629,615.44,259
201811,TN-S,17,102,96.04,34
201811,GH-C,41,1230,171.95,492
201811,ST-W,11,198,188.16,77
201811,VC-G,30,660,635.04,270
201811,FP-G,23,414,390.45,161
201811,XW-S,44,528,512.82,220
201811,GK-D,30,420,420.42,180
201811,CD-K,8,896,863.04,360
201811,AS-N,22,330,327.32,132
201811,VP-U,9,729,704.22,252
201811,XJ-J,41,492,487,205
201811,GI-T,11,253,245.41,88
201811,TP-J,27,621,626,270
201811,ES-E,26,572,549.78,234
201811,MU-X,19,1140,508,475
201811,IG-O,32,384,370.44,128
201811,PM-H,37,148,144.96,37
201811,MU-T,6,156,152.88,60
201811,IZ-F,48,672,665.28,240
201811,UH-L,16,512,497.28,208
201811,RD-D,12,540,526.71,216
201811,JI-G,20,520,500.78,200
