îNåé,è§ïi,êîó ,íËâøîÑè„,îÑè„çÇ,îÑè„å¥âø
201912,NZ-U,20,720,696,280
201912,OY-U,50,550,548.46,200
201912,TF-S,41,410,208,123
201912,MX-L,16,240,226.1,96
201912,CE-E,32,576,151.68,224
201912,KL-H,29,2262,101,870
201912,ZP-E,23,621,266.75,230
201912,IR-G,47,752,158.11,282
201912,QF-P,31,527,441.54,217
201912,NA-R,13,741,151.05,273
201912,DK-G,40,680,284.16,280
201912,XO-D,37,2146,231,814
201912,TG-O,40,480,451.2,200
201912,QH-O,23,897,899,368
201912,HV-X,18,162,151.05,54
201912,KN-F,6,564,555.39,240
201912,OJ-L,21,294,276.45,126
201912,KK-I,26,364,356.4,130
201912,HD-I,15,210,197.6,90
201912,CC-K,17,544,551,187
201912,OB-H,46,506,486.08,184
201912,JV-V,50,800,747.65,300
201912,EK-Q,15,810,770.45,270
201912,VL-W,26,260,240.56,104
201912,DE-I,36,180,180.42,72
201912,LV-R,25,875,869.26,350
201912,VJ-A,47,376,370.54,141
201912,SY-C,26,884,871,338
201912,PR-E,19,532,540,228
201912,ML-T,19,855,837.11,361
201912,HX-F,46,598,601.92,230
201912,ZA-F,33,231,242.55,99
201912,JL-D,45,540,528.2,225
201912,MC-Q,24,288,286.15,120
201912,BY-A,43,516,510.72,215
201912,LC-S,23,184,180.42,92
201912,MU-N,21,609,596.55,252
201912,BJ-W,16,448,430.35,176
201912,CY-L,10,580,548.15,200
201912,ME-W,28,252,242.88,112
201912,JB-O,24,768,767,336
201912,QY-W,28,812,797.34,308
201912,XE-F,25,825,806.54,325
201912,IH-F,15,765,727.68,255
201912,LH-T,18,864,814.15,306
201912,RT-Q,30,210,211.2,90
201912,TZ-F,29,696,694.98,290
201912,WM-F,46,276,251.86,92
201912,US-L,26,468,450.08,156
201912,YM-T,13,494,475,208
201912,VT-K,22,880,851.66,352
201912,BC-D,47,188,173,47
201912,QJ-E,5,845,801.8,305
201912,GT-K,37,296,282,111
201912,NX-Z,20,740,726.66,260
201912,BH-Z,20,320,322.74,120
201912,LA-P,34,782,761.31,340
201912,NH-H,7,791,788,287
201912,DR-D,43,645,637.56,215
201912,AZ-U,48,624,580.8,240
201912,JH-R,22,638,638.55,242
201912,EU-T,18,900,873.18,342
201912,AU-M,14,644,642.51,252
201912,NB-Z,27,783,680,297
201912,QE-B,30,660,630.72,270
201912,OE-X,36,540,525.69,216
201912,TD-H,34,850,858,340
201912,FM-V,27,648,623.04,243
201912,IM-V,16,640,631.12,240
201912,LS-L,24,288,279.3,120
201912,TW-K,16,352,342.72,144
201912,ST-S,39,819,770.88,312
201912,FC-P,29,667,651.84,261
201912,HB-E,27,594,571.34,216
201912,MM-F,20,700,679.68,240
201912,HN-X,28,336,328.32,140
201912,MP-L,30,570,557.76,210
201912,QH-S,21,294,212,105
201912,GB-M,36,396,371.52,144
201912,KI-Y,9,891,856.32,387
201912,BQ-X,38,798,753.35,304
201912,ZB-D,43,430,423.36,172
201912,RH-I,33,660,654,264
201912,HZ-H,10,790,763.39,270
201912,AB-C,23,552,532.53,207
201912,IL-P,30,210,188.16,90
201912,LN-T,32,608,577.6,256
201912,XX-P,28,700,712,280
201912,SV-L,37,407,393.6,148
201912,HR-H,26,286,277.42,104
201912,AE-B,43,258,236.61,86
201912,EQ-M,12,768,725.8,264
201912,HQ-P,5,685,672.28,270
201912,OY-V,15,375,365.76,150
201912,ZS-E,50,550,514.56,200
201912,YA-L,31,651,632.1,217
201912,VW-C,44,308,315,132
201912,YE-F,36,720,721.28,288
201912,JD-P,8,664,659.34,240
201912,IK-C,19,268,246.56,80
201912,QJ-W,37,665,591.85,180
201912,PN-K,50,1663,1380.29,532
201912,UZ-M,20,986,828.24,296
201912,IY-P,46,2007,1846.44,522
201912,HD-C,36,919,781.15,285
201912,ZL-Z,34,2015,1692.6,584
201912,ET-E,27,1808,1663.36,452
201912,KG-T,18,1291,1071.53,426
201912,RD-T,32,997,957.12,329
201912,DN-G,37,302,253.68,79
201912,ED-U,45,2478,2254.98,867
201912,ZR-K,31,539,463.54,189
201912,BG-C,8,1498,1228.36,584
201912,YF-M,18,308,298.76,86
201912,CB-Q,29,452,397.76,172
201912,LI-M,47,595,505.75,161
201912,VB-Z,37,1695,1474.65,559
201912,FI-I,42,910,746.2,246
201912,BD-R,24,1513,1346.57,605
201912,FE-I,24,1375,1196.25,454
201912,QE-Q,40,1926,1637.1,655
201912,GJ-Y,49,487,438.3,156
201912,ML-T,34,2362,1960.46,614
201912,JH-F,9,234,226.98,87
201912,NW-O,22,2145,1758.9,558
201912,PY-J,47,2488,2363.6,871
201912,AD-G,7,1168,969.44,374
201912,XF-I,14,2082,1894.62,666
201912,JZ-C,7,2109,1961.37,780
201912,WT-V,5,252,219.24,83
201912,WY-K,7,1621,1572.37,486
201912,HP-T,43,581,517.09,192
201912,HE-L,42,321,301.74,128
201912,TE-I,38,610,524.6,153
201912,VT-M,29,1720,1496.4,550
201912,IX-P,25,2169,1995.48,694
201912,JG-T,34,2240,2016,560
201912,CA-P,24,982,873.98,363
201912,BJ-F,42,791,767.27,308
201912,NX-X,41,1898,1803.1,531
201912,SQ-C,36,2445,2004.9,782
201912,GA-J,48,1018,855.12,265
201912,WB-I,30,717,602.28,194
201912,XX-S,40,757,643.45,189
201912,CB-X,7,787,668.95,244
201912,IJ-O,20,1376,1210.88,358
201912,BE-B,21,618,531.48,216
201912,GY-U,11,428,393.76,163
201912,HP-W,22,562,460.84,214
201912,ZM-X,31,1134,1099.98,420
201912,DU-I,36,148,133.2,59
201912,AB-J,26,661,614.73,251
201912,EY-L,26,937,862.04,290
201912,PG-V,33,1937,1840.15,484
201912,AU-C,7,1327,1220.84,491
201912,RK-P,25,1700,1513,476
201912,TS-R,5,855,701.1,342
201912,XD-Y,37,2273,2000.24,841
201912,TE-F,31,711,604.35,199
201912,NZ-E,38,1904,1656.48,590
201912,QG-L,15,1542,1326.12,463
201912,NU-X,32,148,140.6,47
201912,IN-W,34,1600,1456,416
201912,DK-W,35,1347,1158.42,418
201912,RG-L,32,854,708.82,299
201912,IA-Q,38,2164,1774.48,736
201912,CP-A,42,1171,983.64,375
201912,RK-B,32,1375,1306.25,481
201912,VJ-K,16,281,247.28,104
201912,FB-B,35,997,827.51,309
201912,WW-N,20,1834,1668.94,495
201912,PR-W,44,2340,2059.2,585
201912,TT-I,34,466,442.7,117
201912,HK-V,25,2111,2026.56,760
201912,NH-O,28,810,672.3,275
201912,MP-Z,37,2245,2132.75,741
201912,ZB-L,35,1527,1313.22,580
201912,EL-K,17,2062,1793.94,516
201912,LG-A,37,2347,2018.42,868
201912,OW-O,17,276,248.4,97
201912,KJ-N,37,1544,1451.36,494
201912,KA-M,15,968,900.24,300
201912,NL-N,10,1005,934.65,332
201912,QQ-U,14,515,489.25,160
201912,MJ-W,37,910,864.5,337
201912,ZO-U,48,2326,2232.96,628
201912,ZT-L,37,1447,1287.83,434
201912,LO-Q,26,2392,2224.56,670
201912,ZL-Z,19,1301,1235.95,507
201912,IV-X,7,2167,1971.97,715
201912,IH-O,48,1344,1263.36,430
201912,GF-I,34,2270,1952.2,749
201912,HU-W,34,396,344.52,103
201912,QQ-B,12,1532,1394.12,506
201912,GY-S,11,711,604.35,263
201912,DQ-I,36,2030,1847.3,731
201912,QR-U,5,1161,1056.51,348
201912,JU-W,19,319,277.53,118
201912,LJ-B,20,663,643.11,179
201912,WE-S,33,2088,1774.8,606
201912,TT-Y,40,1682,1463.34,622
201912,XY-Y,10,251,208.33,68
201912,RV-B,24,2419,2346.43,871
201912,AX-E,36,233,191.06,82
201912,WJ-N,33,1047,942.3,314
201912,PB-D,12,1279,1125.52,499
201912,WR-T,32,896,752.64,358
201912,MV-E,33,1002,881.76,401
201912,QB-M,9,1285,1220.75,488
201912,SR-P,12,1511,1435.45,499
201912,OZ-I,19,1251,1100.88,363
201912,HN-P,34,1197,1065.33,335
201912,KI-T,13,1814,1541.9,653
201912,CJ-S,50,1913,1606.92,497
201912,WG-H,41,1389,1263.99,417
201912,CP-S,25,1173,1067.43,328
201912,YG-F,21,2269,1860.58,771
201912,HW-F,35,1987,1688.95,576
201912,VY-L,14,2280,2211.6,752
201912,RO-R,50,985,896.35,355
201912,EQ-X,49,1579,1531.63,442
201912,XU-S,48,1478,1285.86,443
201912,TI-P,38,2253,2185.41,698
201912,LN-W,16,1418,1205.3,539
201912,DI-F,5,1812,1721.4,507
201912,WK-I,36,2402,2305.92,721
201912,CM-D,50,1056,950.4,264
201912,JJ-F,19,2299,2207.04,667
201912,OC-Z,35,1028,914.92,360
201912,OK-A,40,773,633.86,255
201912,TV-B,39,1755,1667.25,632
201912,IV-N,39,714,642.6,179
201912,BG-Y,17,1665,1615.05,516
201912,LV-X,24,176,160.16,56
201912,WV-B,18,1153,1083.82,323
201912,RJ-T,5,2259,2123.46,655
201912,QK-V,19,1634,1405.24,556
201912,ZI-A,25,120,103.2,44
201912,RA-I,39,1066,884.78,267
201912,RK-E,25,1598,1470.16,431
201912,RT-J,50,1228,1043.8,332
201912,XQ-J,40,289,280.33,104
201912,BA-Z,14,1174,1138.78,352
201912,MI-O,10,2176,1784.32,718
201912,SP-G,24,1588,1445.08,556
201912,XO-T,32,2244,2086.92,718
201912,TQ-T,28,1978,1720.86,593
201912,FZ-X,11,1917,1782.81,652
201912,AS-A,11,1470,1205.4,500
201912,AL-O,20,1625,1348.75,569
201912,KL-K,9,150,144,48
201912,MN-I,20,274,227.42,82
201912,ZS-X,43,853,733.58,264
201912,WX-F,17,2202,1915.74,661
201912,CS-E,26,337,279.71,98
201912,VF-D,16,805,732.55,217
201912,CA-E,29,2118,1821.48,530
201912,VN-H,39,2211,1989.9,840
201912,RV-E,14,1792,1666.56,699
201912,HB-F,11,1662,1495.8,465
201912,KS-A,24,950,874,285
201912,JF-Z,45,2421,2203.11,847
201912,TG-W,33,383,360.02,142
201912,AX-W,32,112,91.84,36
201912,NM-F,17,1372,1262.24,535
201912,YP-D,6,559,514.28,190
201912,FY-O,20,163,138.55,54
201912,OK-Q,22,1714,1628.3,566
201912,HB-K,13,584,537.28,164
201912,EA-B,18,1376,1155.84,537
201912,NU-J,16,946,804.1,237
201912,QJ-L,26,754,716.3,294
201912,WG-Z,37,902,802.78,244
201912,TK-D,16,282,242.52,79
201912,LH-O,44,1700,1649,595
201912,JF-P,10,2396,2012.64,815
201912,RL-H,17,2107,1917.37,843
201912,RH-F,26,1829,1664.39,640
201912,EP-A,6,2222,2066.46,667
201912,AG-Z,31,576,472.32,150
201912,IN-S,10,2207,1898.02,574
201912,JW-S,50,426,391.92,119
201912,DW-Y,7,1940,1804.2,737
201912,DH-N,22,1671,1620.87,618
201912,TQ-T,36,1396,1228.48,475
201912,JS-F,25,629,610.13,189
201912,KY-U,44,2404,2043.4,841
201912,YL-C,6,247,207.48,62
201912,XP-W,21,1649,1566.55,577
201912,XM-G,36,1569,1412.1,392
201912,RZ-F,25,1283,1193.19,513
201912,XO-O,8,833,808.01,242
201912,KT-H,20,1574,1526.78,409
201912,LI-Y,29,1805,1588.4,451
