îNåé,è§ïi,êîó ,íËâøîÑè„,îÑè„çÇ,îÑè„å¥âø
202001,MZ-S,45,900,488.64,405
202001,AI-I,43,731,234.65,344
202001,DK-R,29,1334,787,464
202001,SQ-Z,27,324,294,135
202001,RQ-H,29,667,646.47,261
202001,BF-M,32,288,272.64,128
202001,QF-P,41,697,215.04,287
202001,QO-V,6,708,677.76,276
202001,XM-W,16,896,897,336
202001,XE-Q,11,638,615.95,231
202001,UR-X,9,90,88.2,36
202001,BI-C,9,819,806.54,306
202001,VT-H,46,598,575.21,230
202001,HD-A,24,528,490.2,192
202001,PD-D,12,336,325.44,144
202001,SC-Q,38,798,772.2,266
202001,NT-B,7,112,110.4,42
202001,EA-N,26,494,272.64,182
202001,EA-N,42,798,750.72,294
202001,FN-L,43,946,477.85,301
202001,LF-G,48,720,733,288
202001,RR-B,14,616,595.2,224
202001,KU-U,10,600,570.95,220
202001,QP-Y,11,110,103.95,44
202001,UI-N,41,164,167.31,82
202001,KD-A,38,912,850.25,304
202001,UE-N,12,588,579.15,216
202001,RU-W,7,168,170,70
202001,SF-L,9,90,93,45
202001,LT-H,38,646,632.61,228
202001,KP-K,46,644,638.4,276
202001,OM-S,7,546,524.16,196
202001,OV-B,48,720,712.32,336
202001,FE-H,48,432,417.1,144
202001,YF-F,13,611,598.49,247
202001,PM-P,44,396,369.57,176
202001,ED-S,17,527,512.64,187
202001,OZ-O,30,780,748.8,300
202001,EQ-H,38,456,462.56,190
202001,IX-R,19,798,781.82,342
202001,FM-Q,50,850,828,300
202001,YT-K,46,138,127.3,46
202001,AM-G,47,517,494.9,188
202001,XF-L,39,780,746.9,273
202001,EO-F,5,885,842.65,295
202001,AQ-Y,38,456,428.26,190
202001,UZ-Y,27,513,506.66,216
202001,LD-T,10,190,180.5,80
202001,LC-G,42,168,173,84
202001,CI-T,15,120,111.72,45
202001,NB-H,17,255,249.6,102
202001,BA-D,20,540,542,200
202001,OA-N,33,627,628.65,231
202001,MT-V,29,841,843,319
202001,MA-D,32,576,577.17,192
202001,UV-B,23,184,187,69
202001,RA-Z,49,539,540,196
202001,PH-O,42,504,482.16,210
202001,CY-W,14,840,812.16,280
202001,CY-I,18,576,578.16,216
202001,YS-Y,33,132,125.76,66
202001,AO-H,47,705,694.52,329
202001,IQ-F,45,765,746.46,270
202001,AW-F,22,352,329.65,132
202001,YT-Q,12,180,174.44,84
202001,YG-W,34,884,864.27,374
202001,HT-B,29,638,155.2,290
202001,KZ-W,9,279,263.15,108
202001,GV-T,43,645,645.82,258
202001,NA-F,18,900,884.07,360
202001,XI-T,16,480,461.76,192
202001,LI-B,28,588,575.21,224
202001,GM-N,12,708,667.85,252
202001,GZ-R,33,363,343.68,165
202001,KR-H,47,517,497.8,188
202001,EA-Q,39,585,583.1,273
202001,GV-O,5,280,268.8,110
202001,LH-S,7,609,577.6,203
202001,BH-K,20,580,564.54,240
202001,EK-N,24,1512,118.8,504
202001,MJ-S,39,234,232.8,117
202001,AW-V,31,651,613.7,217
202001,NO-K,38,646,611.8,228
202001,HS-W,44,660,608.95,220
202001,YQ-V,13,273,271.46,117
202001,FZ-L,5,90,87.4,35
202001,HV-Q,33,429,413,165
202001,QE-S,21,126,128.25,63
202001,QN-X,39,897,886.05,312
202001,LC-V,48,864,827.52,288
202001,BK-T,20,720,700.7,260
202001,MB-L,12,372,373,168
202001,OV-U,7,609,583.68,238
202001,OV-U,40,3480,254.8,1360
202001,EP-A,35,350,352.11,140
202001,YN-V,40,480,471.36,200
202001,VA-Y,33,792,769.23,297
202001,MH-H,21,126,123.48,42
202001,IA-O,18,558,544.88,216
202001,EA-K,11,1791,1629.81,681
202001,YJ-Q,15,2099,1826.13,630
202001,SE-D,38,1606,1349.04,514
202001,IF-B,10,548,509.64,153
202001,PX-L,26,1790,1593.1,555
202001,FD-K,30,2426,2231.92,752
202001,VQ-M,38,1064,925.68,340
202001,UJ-H,19,2192,2016.64,723
202001,UJ-M,15,2291,1901.53,596
202001,UW-M,27,1719,1409.58,567
202001,BB-P,20,1487,1397.78,520
202001,SO-B,10,810,761.4,251
202001,RS-H,19,1188,1140.48,475
202001,RO-Y,35,2166,1841.1,801
202001,XS-O,6,2057,1913.01,761
202001,DV-L,40,2257,1873.31,858
202001,TR-L,47,1311,1271.67,524
202001,JM-U,27,638,561.44,236
202001,WX-A,5,1043,928.27,386
202001,YC-X,48,621,509.22,217
202001,QX-F,23,409,347.65,135
202001,UM-Z,43,342,331.74,99
202001,RD-T,39,639,581.49,166
202001,NY-X,21,1536,1305.6,568
202001,IO-Q,36,1778,1511.3,711
202001,GO-K,15,1051,966.92,357
202001,AZ-B,45,1682,1597.9,437
202001,WW-Q,11,2364,2033.04,733
202001,TX-T,39,166,146.08,45
202001,LV-P,14,768,668.16,246
202001,TJ-K,17,1123,977.01,438
202001,HG-Y,8,1660,1394.4,465
202001,QC-Y,34,1355,1246.6,379
202001,XI-S,22,1160,974.4,360
202001,KZ-H,5,881,810.52,264
202001,MV-L,50,1085,954.8,282
202001,AI-J,20,1009,837.47,252
202001,IO-Z,35,1153,1037.7,288
202001,ZY-U,30,549,488.61,176
202001,JZ-Q,9,664,637.44,186
202001,OZ-W,47,1641,1394.85,476
202001,CG-P,18,1946,1634.64,506
202001,GT-D,34,1976,1719.12,514
202001,SL-C,45,917,889.49,275
202001,XU-J,29,2058,1749.3,823
202001,VG-Y,47,1166,1037.74,396
202001,NY-M,35,1446,1315.86,463
202001,GI-L,18,1316,1276.52,461
202001,ME-H,27,171,140.22,44
202001,UU-W,38,2088,1753.92,835
202001,YJ-C,20,1381,1298.14,345
202001,KT-R,6,451,432.96,144
202001,VE-V,16,864,768.96,294
202001,ZJ-P,41,2139,1818.15,770
202001,SG-A,6,2368,2012.8,710
202001,QX-C,43,835,809.95,326
202001,WA-U,42,250,212.5,75
202001,EO-H,33,1053,926.64,295
202001,KB-Q,50,2358,1933.56,707
202001,JI-V,22,1615,1518.1,436
202001,SY-V,24,1129,993.52,384
202001,DS-S,25,429,364.65,129
202001,SL-U,11,2413,2123.44,796
202001,ZZ-V,42,449,413.08,135
202001,UE-T,18,361,335.73,90
202001,DJ-X,42,2266,2062.06,748
202001,FF-O,11,1564,1329.4,485
202001,GJ-P,5,136,116.96,48
202001,LN-W,14,457,429.58,160
202001,JW-W,15,1167,956.94,443
202001,UL-I,32,1936,1626.24,716
202001,AU-E,5,1844,1641.16,719
202001,AH-Y,15,1998,1718.28,719
202001,QA-W,19,1712,1472.32,428
202001,MO-X,28,232,225.04,63
202001,TW-V,33,2221,2087.74,555
202001,SB-T,28,1696,1441.6,475
202001,AO-L,26,901,774.86,261
202001,OP-W,22,1425,1168.5,371
202001,DO-I,32,168,162.96,45
202001,ET-E,20,1048,911.76,419
202001,AC-E,41,852,817.92,290
202001,AO-P,41,358,332.94,125
202001,SZ-D,44,1416,1288.56,538
202001,QA-M,10,1769,1574.41,566
202001,IF-Z,49,167,156.98,43
202001,IR-D,9,486,422.82,170
202001,HB-F,13,1346,1157.56,444
202001,CD-M,14,2122,1846.14,573
202001,SX-Q,49,461,401.07,143
202001,FW-U,34,235,213.85,73
202001,BB-B,8,2464,2316.16,715
202001,TR-D,29,1717,1407.94,429
202001,BL-D,6,127,123.19,46
202001,QO-K,10,2176,1893.12,718
202001,ZY-D,39,661,601.51,178
202001,YK-U,28,1747,1467.48,542
202001,OX-T,16,2294,2225.18,734
202001,YO-W,31,2292,2200.32,779
202001,PE-Z,33,1187,1103.91,463
202001,HL-O,9,1779,1458.78,534
202001,NR-X,39,663,590.07,186
202001,DU-S,35,1441,1368.95,418
202001,UA-X,48,2177,2089.92,610
202001,JD-K,39,1543,1342.41,540
202001,RW-S,18,479,440.68,153
202001,LD-X,18,1105,917.15,276
202001,UP-L,44,1462,1242.7,526
202001,IW-J,18,2173,1868.78,587
202001,SR-X,37,239,203.15,91
202001,RT-N,45,1489,1369.88,462
202001,YQ-F,31,265,225.25,93
202001,IU-C,22,1874,1611.64,525
202001,OB-A,36,2241,1972.08,740
202001,RC-L,14,852,826.44,213
202001,FL-L,40,368,331.2,92
202001,QX-T,39,786,675.96,307
202001,UE-N,18,1185,1019.1,391
202001,DE-T,13,1915,1589.45,632
202001,ZD-J,17,399,343.14,112
202001,MM-A,7,1530,1315.8,505
202001,CQ-F,23,1199,1139.05,456
202001,NG-K,50,2125,1933.75,531
202001,AS-C,38,2418,1982.76,653
202001,CK-T,37,1696,1509.44,475
202001,NA-U,19,709,673.55,184
202001,HL-V,13,1329,1089.78,412
202001,VX-L,34,1267,1178.31,456
202001,BG-C,17,1447,1331.24,535
202001,YC-X,48,576,547.2,161
202001,TX-Y,11,448,403.2,134
202001,MZ-J,10,853,767.7,307
202001,IW-H,43,736,699.2,258
202001,JC-H,15,879,764.73,325
202001,RL-J,50,973,924.35,389
202001,JI-K,26,1604,1411.52,642
202001,OI-K,18,988,938.6,326
202001,RI-K,18,2427,2281.38,607
202001,SV-J,39,950,779,238
202001,QY-Y,43,865,709.3,251
202001,IE-T,28,1500,1380,390
202001,IL-T,49,956,889.08,249
202001,YF-Z,9,499,429.14,165
202001,XM-T,25,442,402.22,137
202001,WB-E,35,1646,1349.72,461
202001,FI-N,48,2331,2191.14,676
202001,FK-M,11,1378,1157.52,441
202001,YI-M,31,754,708.76,204
202001,ES-T,22,2349,2231.55,869
202001,RI-V,41,2238,2014.2,850
202001,QE-H,43,832,732.16,216
202001,ZR-E,25,1954,1758.6,489
202001,MC-R,27,2166,2036.04,563
202001,BH-H,47,858,720.72,326
202001,AK-U,30,2333,2239.68,677
202001,NO-J,9,2303,2164.82,829
202001,MJ-N,29,2187,2121.39,809
202001,ES-K,21,933,849.03,364
202001,TW-U,9,2154,1809.36,689
202001,CO-S,15,1539,1323.54,431
202001,IK-N,41,1145,973.25,378
202001,VY-P,35,1514,1408.02,606
202001,BV-U,18,2472,2076.48,964
202001,WZ-Z,8,739,672.49,259
202001,YG-I,15,1088,1033.6,370
202001,BB-T,26,2183,2008.36,873
202001,HR-S,17,1747,1607.24,664
202001,TU-D,34,1646,1596.62,510
202001,GN-Z,17,1388,1346.36,430
202001,JR-S,29,1078,948.64,420
202001,WE-M,33,1225,1065.75,392
202001,GR-K,41,2082,1769.7,521
202001,KD-C,17,813,723.57,244
202001,XZ-L,27,927,825.03,343
202001,XD-K,26,243,213.84,95
202001,RC-B,38,287,269.78,98
202001,HO-X,43,2074,1825.12,767
202001,KJ-H,34,1371,1233.9,480
202001,OI-B,9,1385,1260.35,443
202001,OY-Q,9,2036,1812.04,713
202001,NH-B,11,106,100.7,31
202001,HB-Q,39,2329,2119.39,629
202001,OE-D,7,1211,1150.45,424
202001,XO-Y,19,2173,2107.81,869
202001,KE-L,17,2097,1782.45,650
202001,EZ-J,40,408,342.72,139
202001,DZ-E,18,1118,1050.92,369
202001,WI-W,10,2061,1916.73,701
202001,SH-J,47,503,487.91,171
202001,ZW-V,7,860,748.2,267
202001,JC-G,9,622,603.34,236
202001,CM-Y,12,1737,1424.34,521
202001,GV-A,9,217,182.28,80
202001,ZF-P,30,1427,1227.22,385
202001,FM-C,37,766,712.38,253
202001,VZ-K,38,1627,1366.68,553
202001,MX-F,44,1066,884.78,426
202001,ST-T,47,2164,1882.68,779
202001,WM-A,7,1831,1556.35,641
202001,ZA-F,33,367,315.62,125
