îNåé,è§ïi,êîó ,íËâøîÑè„,îÑè„çÇ,îÑè„å¥âø
202008,XN-J,16,880,868.23,336
202008,ZH-N,37,888,845.76,296
202008,MH-P,49,637,591.36,245
202008,HV-S,10,1460,570,610
202008,HM-L,28,896,737,392
202008,VG-B,27,648,610.85,270
202008,WE-O,27,810,796.95,297
202008,IV-T,24,240,192.08,96
202008,EJ-K,21,168,152.64,63
202008,TP-A,47,282,267.9,94
202008,JK-I,24,864,833.23,384
202008,HK-C,28,672,665.28,280
202008,QZ-H,18,810,790.55,270
202008,JC-H,40,320,308.88,120
202008,UN-T,18,792,777.15,270
202008,UV-U,27,459,453,189
202008,WF-S,38,418,427,152
202008,OI-N,43,774,770.22,258
202008,KQ-X,13,117,111.87,39
202008,TZ-M,32,576,542.45,224
202008,IJ-S,37,296,298.98,111
202008,HM-W,42,672,670.32,252
202008,SK-V,8,688,683.1,296
202008,RA-L,7,882,848.64,294
202008,EO-J,10,520,497.28,220
202008,BG-P,13,117,111.36,52
202008,SJ-H,5,455,455,185
202008,SJ-W,22,88,90.25,22
202008,HV-Y,33,396,386.06,165
202008,BL-X,18,144,140.14,54
202008,BB-G,46,690,656.6,276
202008,JO-Y,14,392,378.28,140
202008,TH-L,31,186,182,62
202008,DK-X,13,897,872.03,377
202008,YP-T,46,690,684.04,276
202008,PS-K,22,264,258.02,110
202008,JW-C,30,180,191,60
202008,ZR-T,29,348,348.88,145
202008,EZ-L,26,442,432.63,156
202008,WQ-V,19,266,258.4,95
202008,GA-E,34,884,870.09,340
202008,ZH-U,14,406,410,182
202008,NC-L,9,540,538,189
202008,SY-W,24,864,859.32,336
202008,AP-J,11,660,628.8,220
202008,DK-S,14,504,495.99,182
202008,TK-V,36,540,534.72,252
202008,UP-C,41,656,645.12,287
202008,DW-R,34,136,143.56,68
202008,JC-J,44,572,550.76,264
202008,JH-O,20,520,500.52,200
202008,TN-J,6,648,629.53,252
202008,XB-K,15,630,616.77,240
202008,CU-H,32,480,445.55,192
202008,DH-P,26,520,483.55,182
202008,KJ-J,42,714,679,252
202008,TU-H,26,858,824.64,338
202008,GT-A,50,800,748.6,350
202008,HA-B,6,702,694.98,282
202008,EC-D,16,704,689.67,240
202008,EW-Y,21,525,518,231
202008,UM-S,36,180,169,72
202008,DX-B,46,690,693,276
202008,FF-S,13,611,590.73,208
202008,ON-Z,43,172,181.44,86
202008,RE-H,47,799,815,282
202008,MV-E,45,900,894,315
202008,PZ-I,46,230,216,92
202008,TB-D,41,369,380.24,123
202008,XR-V,34,204,189.14,68
202008,UN-K,44,572,562.32,220
202008,UH-V,38,494,481.92,190
202008,YQ-M,20,900,859.2,320
202008,FO-N,38,456,445.5,190
202008,FY-L,30,180,177.6,90
202008,QJ-P,29,116,102.82,29
202008,YA-C,18,252,243.84,90
202008,VT-O,9,351,333.12,117
202008,OR-S,25,625,584.25,275
202008,GR-E,39,780,789,351
202008,GW-C,9,702,679,261
202008,BC-B,5,550,524.4,190
202008,LX-U,31,248,250,93
202008,ZW-Q,46,414,376.32,184
202008,AB-Z,11,121,116.16,55
202008,QW-G,17,799,789.03,306
202008,VA-K,48,3216,108.64,1344
202008,ER-U,16,832,813.4,336
202008,UL-V,36,720,712,324
202008,QE-Y,36,576,579.15,216
202008,FF-Y,29,812,179.55,319
202008,LM-P,31,279,292,124
202008,DM-L,10,850,853,380
202008,RI-Y,48,720,683.85,240
202008,ZR-Z,12,444,431.65,180
202008,GQ-P,7,483,486,175
202008,DU-M,50,1600,446.4,650
202008,NE-X,18,648,625.65,234
202008,ZO-D,40,320,298.98,120
202008,JO-C,34,250,210,70
202008,HD-K,12,1707,1519.23,512
202008,FL-O,48,1630,1352.9,619
202008,DR-N,44,692,588.2,194
202008,ZX-Q,28,664,564.4,226
202008,EP-B,23,1271,1156.61,394
202008,XR-D,49,260,244.4,81
202008,ZH-Q,42,1318,1133.48,382
202008,YR-N,8,591,490.53,154
202008,WD-C,50,1875,1556.25,469
202008,AQ-J,14,1257,1118.73,402
202008,GC-G,35,1009,958.55,343
202008,OG-M,49,211,185.68,61
202008,OR-K,16,1658,1525.36,431
202008,MG-N,49,948,796.32,237
202008,PN-W,15,1480,1243.2,370
202008,ZH-B,22,2028,1784.64,507
202008,FU-H,14,791,672.35,221
202008,RI-E,32,1923,1576.86,673
202008,PD-F,25,650,572,234
202008,UC-G,13,932,829.48,242
202008,WG-U,23,1801,1494.83,630
202008,TW-K,21,1716,1578.72,446
202008,ZI-S,37,1062,1008.9,414
202008,DB-W,22,1793,1506.12,681
202008,TD-Y,11,371,330.19,108
202008,PN-G,20,2086,1898.26,751
202008,JL-K,34,1996,1756.48,519
202008,UE-A,17,954,868.14,363
202008,IM-G,33,1539,1385.1,508
202008,NO-K,29,940,855.4,282
202008,OA-Z,43,1776,1651.68,657
202008,JM-H,18,234,191.88,73
202008,IS-N,17,2231,1963.28,825
202008,LB-U,14,777,675.99,280
202008,SO-W,45,1480,1302.4,414
202008,QC-H,31,208,199.68,83
202008,OG-B,20,722,671.46,188
202008,PW-J,16,1967,1848.98,511
202008,VN-F,7,897,798.33,305
202008,IH-M,6,972,923.4,379
202008,KN-Z,41,1428,1313.76,457
202008,JW-K,45,133,115.71,48
202008,AV-J,21,1154,957.82,404
202008,VV-D,24,621,534.06,205
202008,OR-I,45,1220,1073.6,317
202008,OD-D,19,143,118.69,53
202008,KA-Z,6,1171,1030.48,351
202008,SA-F,32,2399,1967.18,816
202008,EG-T,11,1635,1504.2,589
202008,NH-U,9,230,213.9,85
202008,EH-P,11,929,771.07,334
202008,FS-X,21,2292,2062.8,802
202008,QN-B,26,1288,1146.32,451
202008,CN-U,27,1992,1832.64,737
202008,AZ-W,33,819,712.53,246
202008,XT-O,34,737,641.19,287
202008,WJ-Y,31,407,350.02,147
202008,CW-O,30,1678,1426.3,571
202008,SS-L,41,1197,1113.21,323
202008,CG-N,18,2150,1978,860
202008,UK-Z,17,1257,1081.02,352
202008,YD-Y,49,380,315.4,129
202008,BI-C,28,1184,1089.28,438
202008,VL-X,33,1981,1763.09,713
202008,CK-M,19,574,505.12,218
202008,FX-H,13,1560,1435.2,452
202008,UG-M,21,2120,1950.4,763
202008,SQ-W,12,551,479.37,160
202008,LD-J,49,482,424.16,125
202008,CH-A,17,2471,2223.9,914
202008,HE-N,47,1840,1692.8,736
202008,NH-N,22,1412,1171.96,452
202008,PN-A,7,2073,1699.86,788
202008,FW-Z,23,1088,935.68,272
202008,RD-W,50,477,438.84,153
202008,RK-U,37,1657,1358.74,497
202008,DZ-Y,21,2306,2213.76,876
202008,QL-S,28,867,736.95,260
202008,VY-Z,41,551,517.94,138
202008,NW-W,8,388,372.48,128
202008,LS-C,12,1624,1575.28,633
202008,KJ-O,24,1258,1069.3,478
202008,ER-U,8,2340,2106,655
202008,RU-N,18,950,807.5,266
202008,XL-Y,44,1820,1656.2,510
202008,UH-U,44,314,276.32,126
202008,OB-E,10,1942,1786.64,583
202008,MC-Q,41,1724,1603.32,500
202008,NR-Y,24,2035,1790.8,672
202008,WZ-Z,31,789,686.43,276
202008,JN-H,27,2031,1909.14,508
202008,QH-D,33,1953,1679.58,547
202008,UG-H,34,719,668.67,266
