îNåé,è§ïi,êîó ,íËâøîÑè„,îÑè„çÇ,îÑè„å¥âø
202012,XI-D,48,2880,262.08,1008
202012,CD-K,36,4032,99.91,1620
202012,TP-Z,5,810,812,350
202012,VA-V,16,640,623.71,288
202012,UN-C,38,532,134.4,190
202012,JR-L,15,390,273,165
202012,ID-H,9,513,512,198
202012,SK-F,29,319,319.68,116
202012,CN-L,22,1034,370.26,396
202012,NA-F,37,1850,292.94,740
202012,PY-Z,42,546,284.05,210
202012,OX-H,35,770,724.8,245
202012,NI-A,50,800,702.28,300
202012,DC-K,8,368,346.75,128
202012,JV-O,37,1184,837.12,481
202012,QR-Q,39,546,536.75,234
202012,FF-Y,32,896,882,352
202012,CS-F,8,880,854.57,344
202012,VR-W,38,114,103.79,38
202012,FQ-C,48,768,736.96,240
202012,DK-E,26,598,576.24,234
202012,RN-B,47,94,92,47
202012,FY-M,24,768,744.96,288
202012,JR-P,22,198,199.98,88
202012,ZH-K,34,816,808.83,340
202012,BZ-K,23,138,121.92,46
202012,AR-Z,8,128,124.45,48
202012,TZ-I,45,270,253.44,90
202012,JA-F,12,408,399.96,156
202012,OP-T,34,612,587.1,204
202012,YP-S,20,200,183.35,60
202012,HI-I,27,270,259.2,108
202012,TY-H,39,78,92.15,39
202012,RT-I,42,588,592,252
202012,KU-S,33,825,783.75,297
202012,UR-N,10,700,698,270
202012,ZB-L,42,252,255.11,126
202012,IV-A,29,232,232.8,116
202012,GE-W,20,780,759.51,340
202012,KR-K,19,475,472.36,171
202012,GX-P,37,703,694.52,259
202012,AJ-K,41,246,248,82
202012,BD-T,38,836,813.83,304
202012,SR-L,14,798,771.15,350
202012,DX-Z,16,256,248.49,96
202012,JB-A,19,152,145.04,57
202012,VT-J,33,660,620.16,231
202012,OT-C,34,748,742.84,306
202012,BY-F,10,540,540,220
202012,JQ-L,45,180,179.34,45
202012,BA-G,5,830,796.8,280
202012,OH-M,23,851,824.64,299
202012,RD-X,13,260,253.44,117
202012,AS-M,40,240,222,80
202012,KN-E,26,546,515.85,208
202012,ZG-F,26,884,887,390
202012,HE-D,12,264,253.82,108
202012,VM-V,20,520,506.88,200
202012,YK-H,44,264,273,132
202012,TE-Y,8,240,234.22,96
202012,OC-I,17,153,151.68,51
202012,IM-P,10,750,734.02,280
202012,GV-Z,11,253,251.86,99
202012,GY-G,33,231,231.83,99
202012,DR-E,39,858,843.9,351
202012,MB-I,44,704,708.84,308
202012,RR-M,17,612,593.88,204
202012,MI-U,7,399,385.09,168
202012,KQ-A,46,598,571.2,230
202012,HB-I,41,820,795.96,287
202012,QP-E,39,585,563.35,195
202012,GH-O,50,400,395,150
202012,MM-N,23,667,656,253
202012,QU-R,45,270,254.8,90
202012,KS-H,8,496,500,224
202012,QL-X,32,128,118.34,32
202012,UT-A,37,592,578.88,259
202012,QC-T,34,170,167,68
202012,EF-V,19,494,494,190
202012,SG-Y,47,517,520.89,235
202012,ZF-F,14,588,566.4,252
202012,UK-O,12,840,793.25,276
202012,RH-N,34,714,674.88,272
202012,AQ-Z,43,301,287.1,129
202012,ZS-V,9,162,160,72
202012,PG-N,42,588,606,252
202012,QH-H,27,324,318.5,135
202012,ST-T,34,748,751.41,272
202012,VN-I,37,296,286.16,111
202012,AP-O,38,456,446.49,152
202012,OA-R,9,279,266.75,108
202012,AU-D,24,624,587.52,240
202012,VP-Z,46,276,273,92
202012,YD-U,39,468,450.08,195
202012,IE-K,11,660,644.08,275
202012,OC-Z,41,287,270,123
202012,TA-F,44,880,829.44,352
202012,DG-E,42,420,426,168
202012,GE-D,12,96,96,36
202012,BV-P,50,1930,1659.8,637
202012,XR-Z,24,539,463.54,189
202012,RI-Y,13,905,841.65,335
202012,NW-Z,34,1354,1299.84,393
202012,LA-J,12,1022,940.24,327
202012,EB-U,21,1230,1045.5,480
202012,TZ-V,20,1151,989.86,449
202012,BY-A,17,1762,1462.46,529
202012,CJ-N,15,379,325.94,140
202012,SQ-R,27,430,378.4,138
202012,UP-F,20,1344,1182.72,444
202012,BK-S,23,366,336.72,95
202012,KF-A,33,1633,1437.04,555
202012,OM-D,31,2066,1962.7,744
202012,SH-E,40,2207,2074.58,728
202012,QA-O,10,1980,1801.8,792
202012,OY-K,41,1152,1105.92,392
202012,XU-M,11,2035,1831.5,631
202012,JQ-V,17,178,149.52,45
202012,DU-K,43,1048,859.36,398
202012,YG-C,24,1106,1006.46,376
202012,JQ-P,14,2305,2120.6,853
202012,FY-L,25,2426,2062.1,825
202012,CB-Z,19,777,707.07,295
202012,UO-H,33,2416,2319.36,701
202012,XP-V,50,1211,1162.56,303
202012,UM-Q,44,1167,991.95,315
202012,JA-G,18,209,192.28,73
202012,ET-X,8,678,569.52,190
202012,KZ-J,22,1484,1380.12,430
202012,CX-Z,29,1010,909,374
202012,WW-J,15,1541,1494.77,478
202012,DB-O,46,310,285.2,109
202012,NY-V,42,2374,2207.82,688
202012,VV-V,24,1190,1130.5,298
202012,UW-A,46,1022,940.24,388
202012,UC-A,16,1979,1860.26,732
202012,LC-P,6,2013,1650.66,604
202012,KB-Q,43,1080,1036.8,324
202012,SV-V,5,141,135.36,48
202012,TT-P,14,790,663.6,213
202012,CP-M,9,1824,1732.8,730
202012,OP-P,5,2227,2026.57,846
202012,ST-V,19,695,569.9,222
202012,CI-A,29,1123,943.32,427
202012,TR-I,21,464,445.44,148
202012,VJ-A,8,1800,1512,486
202012,QC-G,12,844,700.52,219
202012,YY-X,24,1441,1181.62,504
202012,LN-Z,10,485,426.8,184
202012,YK-T,18,2086,2023.42,563
202012,AL-V,42,1986,1787.4,516
202012,GB-D,29,2228,2049.76,735
202012,EM-C,40,1324,1218.08,344
202012,HP-H,19,907,861.65,345
202012,DB-I,25,1032,980.4,372
202012,XX-P,25,1114,980.32,434
202012,KN-F,26,1656,1407.6,613
202012,CW-S,49,866,840.02,286
202012,XP-H,46,962,836.94,298
202012,TS-L,43,2394,2010.96,838
202012,EZ-D,18,1892,1683.88,681
202012,BK-R,37,1479,1242.36,503
202012,RG-W,44,1660,1460.8,481
202012,OK-R,28,714,635.46,214
202012,RE-O,32,2399,2039.15,816
202012,JJ-B,27,1202,1153.92,397
202012,JI-B,44,549,510.57,214
202012,BD-P,30,242,203.28,65
202012,VC-L,29,1699,1427.16,629
202012,IN-M,27,2065,1879.15,743
202012,YZ-P,8,1805,1498.15,578
202012,AO-I,24,1969,1811.48,650
202012,MO-E,50,1728,1624.32,570
202012,OG-N,43,1834,1723.96,495
202012,AZ-E,28,1180,967.6,342
202012,JY-W,15,847,711.48,229
202012,TH-P,39,335,301.5,134
202012,SB-B,6,2367,2130.3,828
202012,BX-D,38,2229,1827.78,624
202012,LW-L,42,246,209.1,96
202012,LT-X,15,1321,1268.16,383
202012,UF-Y,36,232,197.2,65
202012,PO-J,13,501,430.86,145
202012,LX-T,11,1096,1052.16,318
202012,YZ-N,5,1037,871.08,363
202012,IB-A,8,2282,1871.24,776
202012,CQ-P,28,2275,2138.5,637
202012,ZC-Y,32,363,341.22,102
202012,ZQ-N,6,1153,1060.76,450
202012,FX-I,49,2462,2240.42,788
202012,KG-G,41,1059,1027.23,381
202012,GF-F,29,1461,1285.68,394
202012,AY-P,26,643,533.69,174
202012,QL-L,18,301,249.83,105
202012,AR-S,21,1448,1245.28,362
202012,SN-Y,26,2337,1963.08,724
202012,GC-G,12,1543,1434.99,571
202012,AC-Y,17,2186,2011.12,874
202012,KR-N,50,2412,2339.64,627
202012,IX-I,7,2448,2350.08,734
202012,AU-P,50,1849,1608.63,592
202012,SK-K,22,1050,966,357
202012,MD-C,37,1806,1625.4,668
202012,BU-X,24,2284,1964.24,662
202012,ML-V,34,119,98.77,42
202012,AK-B,48,371,322.77,137
202012,JZ-J,38,2495,2070.85,973
202012,KF-T,14,1464,1244.4,498
202012,IY-B,36,2448,2325.6,857
202012,FM-S,29,1182,1016.52,378
202012,JS-U,15,2011,1669.13,644
202012,HB-T,11,277,246.53,111
202012,GF-J,37,369,328.41,92
202012,FP-A,10,1728,1434.24,570
202012,UL-X,32,1579,1294.78,458
202012,TI-K,31,1913,1683.44,746
202012,SY-N,10,233,221.35,89
202012,AM-B,19,596,488.72,203
202012,RX-V,13,1435,1391.95,488
202012,AQ-O,15,2497,2222.33,699
202012,TH-N,42,1944,1652.4,719
202012,KV-M,40,1458,1326.78,481
202012,LF-E,41,1676,1592.2,503
202012,BU-P,12,2320,2064.8,766
202012,KW-R,26,1162,1080.66,337
202012,EU-K,12,1896,1820.16,626
202012,RE-V,29,643,597.99,238
202012,XQ-O,44,2472,2125.92,618
202012,HS-X,21,772,748.84,193
202012,TO-J,6,1998,1838.16,539
202012,AK-E,48,1484,1409.8,549
202012,SD-W,11,817,702.62,212
202012,YR-Q,8,1129,1016.1,406
202012,EH-A,18,1272,1119.36,407
202012,ZC-J,49,2249,1979.12,562
202012,LI-J,49,2369,2274.24,877
202012,HL-O,34,671,650.87,221
202012,CV-Z,21,427,388.57,167
202012,TS-H,11,1995,1755.6,499
202012,FR-E,16,1573,1305.59,566
202012,ET-K,36,685,568.55,260
202012,IW-U,5,1277,1200.38,332
202012,LD-X,29,1844,1770.24,645
202012,KR-H,19,2410,2337.7,940
202012,RH-C,11,1178,965.96,448
202012,SI-T,32,771,701.61,231
202012,GK-T,36,305,256.2,92
202012,NQ-B,11,1264,1112.32,506
202012,MG-Y,49,418,388.74,150
202012,TB-U,26,1814,1759.58,562
202012,VF-X,49,434,386.26,169
202012,LZ-I,8,2201,2134.97,792
202012,OD-J,18,2140,1990.2,685
