îNåé,è§ïi,êîó ,íËâøîÑè„,îÑè„çÇ,îÑè„å¥âø
202006,UJ-A,33,726,703,264
202006,QY-I,20,700,698.94,240
202006,RB-H,30,1350,619.74,480
202006,QG-P,5,350,341.44,155
202006,DX-D,31,775,724.85,310
202006,AH-O,27,513,491.96,216
202006,NP-S,47,799,791.01,329
202006,OY-K,42,756,157.44,294
202006,PP-N,32,1312,836.95,448
202006,YO-F,9,126,127.71,54
202006,KS-Q,42,714,709.07,336
202006,VW-Q,14,560,556,238
202006,SN-Q,40,400,380,160
202006,ZG-Y,46,460,448.84,184
202006,KW-P,46,276,281.3,92
202006,BH-W,46,460,450.3,138
202006,LR-S,28,700,665,280
202006,LT-R,13,611,594.86,247
202006,GY-X,6,108,103.68,42
202006,WX-P,34,306,296.94,102
202006,VD-Y,31,186,180.18,62
202006,JZ-Z,33,594,564.54,198
202006,ZL-E,44,528,507.87,220
202006,CN-I,6,624,606.25,258
202006,JP-X,8,296,293.04,104
202006,GS-O,5,870,852.6,315
202006,CJ-O,16,192,191.07,64
202006,GR-F,48,192,169.1,96
202006,HF-C,29,667,660,261
202006,ES-I,27,513,480.7,189
202006,MD-N,38,418,380.95,152
202006,AY-M,26,442,425.32,182
202006,OF-K,31,186,179.45,62
202006,TJ-G,10,820,803.6,320
202006,TI-Y,24,312,310.66,144
202006,CM-T,46,644,592.8,230
202006,DJ-X,41,574,552.9,246
202006,NS-Y,36,756,729.6,324
202006,MF-Z,38,152,134,38
202006,FC-D,7,357,345.32,140
202006,WJ-Y,49,882,860.44,294
202006,UP-D,37,851,837.11,296
202006,DU-S,30,660,630.8,270
202006,DC-D,6,246,245.52,108
202006,CE-P,21,840,828.63,378
202006,OR-D,47,564,560.64,235
202006,LW-R,8,528,507.84,216
202006,DG-A,8,408,390.72,144
202006,JH-G,22,682,654.55,264
202006,DN-L,40,480,471.36,200
202006,RP-E,15,450,449.46,195
202006,JC-U,29,870,834.24,319
202006,GD-U,49,1225,108.3,490
202006,FH-W,40,760,756,280
202006,IC-V,20,460,458,200
202006,AN-C,33,528,524.7,231
202006,XJ-A,36,360,338.2,108
202006,DC-K,24,1104,654,384
202006,XJ-Y,18,810,805.86,324
202006,SL-H,16,688,683,288
202006,QF-A,25,350,329.8,150
202006,JD-Y,17,833,824.67,374
202006,KH-G,33,693,669.34,264
202006,CL-V,40,600,574.08,240
202006,EZ-D,28,560,558.6,224
202006,FG-X,50,300,273.6,100
202006,ON-J,40,440,416.64,200
202006,VL-O,6,246,236.68,102
202006,SX-U,30,600,566.4,240
202006,SJ-Y,26,104,97.85,52
202006,EO-O,44,88,99.84,44
202006,UO-S,34,884,836.16,340
202006,ZZ-S,20,800,784.73,300
202006,GD-P,11,275,258.4,110
202006,GD-E,17,527,529.65,204
202006,WR-G,33,825,805.44,330
202006,BP-W,29,783,751.68,290
202006,SB-I,8,560,560,216
202006,CU-Z,10,830,821.7,320
202006,TO-Y,31,341,291,124
202006,AF-R,33,528,505.68,198
202006,UH-N,50,700,682.56,250
202006,MX-K,10,470,448.32,180
202006,LA-Z,6,252,242.5,96
202006,XZ-G,15,570,565,240
202006,PV-M,32,416,403,160
202006,CU-K,28,224,224.64,84
202006,JV-O,7,224,217.92,91
202006,IJ-L,37,481,478.21,185
202006,UF-A,25,250,232.75,75
202006,HF-Y,32,768,743.82,320
202006,PT-L,44,792,765.7,264
202006,KD-Z,26,520,500.16,208
202006,CT-J,10,710,695.8,260
202006,CB-O,6,642,637.56,276
202006,OQ-V,11,220,212.8,88
202006,MY-O,46,92,102.6,46
202006,MV-O,43,172,162,86
202006,KA-R,25,450,428.16,150
202006,JI-U,48,993,873.84,377
202006,NG-Y,12,1987,1887.65,676
202006,CK-G,22,192,161.28,77
202006,OM-V,35,2476,2327.44,792
202006,JS-B,40,1976,1857.44,672
202006,RG-H,16,902,838.86,235
202006,DZ-B,39,822,756.24,312
202006,IN-G,22,1897,1745.24,588
202006,HH-F,33,1719,1478.34,653
202006,KG-R,13,1912,1720.8,478
202006,AD-T,20,1823,1768.31,456
202006,LX-A,20,1953,1699.11,527
202006,RB-D,44,832,707.2,216
202006,IJ-Q,8,253,227.7,91
202006,CT-C,30,1223,1161.85,465
202006,QW-R,24,1436,1249.32,574
202006,KO-S,34,597,537.3,215
202006,CK-D,48,712,640.8,185
202006,HY-A,11,1050,913.5,273
202006,ME-D,11,2396,2180.36,791
202006,TG-G,43,939,910.83,357
202006,NK-M,18,146,134.32,48
202006,OK-H,34,1257,1181.58,365
202006,LL-S,38,602,499.66,181
202006,DZ-Y,16,2413,2123.44,893
202006,SS-E,26,2402,2185.82,673
202006,ZS-P,7,1610,1561.7,531
202006,ZG-D,28,1157,1018.16,359
202006,MG-J,39,718,667.74,266
202006,QE-B,30,386,335.82,104
202006,PI-D,22,2063,1753.55,722
202006,SX-G,15,2142,1863.54,857
202006,BI-D,11,1810,1629,561
202006,TL-G,23,997,927.21,359
202006,DF-O,10,384,372.48,108
202006,NW-R,13,1110,965.7,389
202006,HZ-C,9,375,322.5,94
202006,CG-U,36,513,441.18,195
202006,ZR-A,34,2101,1743.83,546
202006,NW-O,6,1975,1698.5,770
202006,VY-Z,27,1382,1340.54,415
202006,KO-O,28,2150,1763,667
202006,SB-G,13,955,878.6,306
202006,WK-K,14,1822,1585.14,583
202006,VS-Q,31,2496,2171.52,799
202006,NS-P,41,1264,1124.96,341
202006,TE-G,30,1427,1284.3,471
202006,IW-E,30,1374,1195.38,385
202006,IQ-O,24,997,857.42,339
202006,NY-U,18,774,665.64,224
202006,PW-Z,12,919,836.29,248
202006,ZJ-Q,23,220,211.2,66
202006,CA-I,49,1943,1787.56,758
202006,QP-C,34,134,115.24,54
202006,HA-W,47,1007,876.09,393
202006,OY-C,21,329,312.55,95
202006,FW-B,21,2235,2011.5,559
202006,TW-Z,38,1341,1126.44,523
202006,PK-B,8,236,198.24,94
202006,UU-G,43,2361,2124.9,921
202006,DC-F,17,1081,1026.95,411
202006,FN-I,45,1774,1561.12,621
202006,ZF-L,39,240,206.4,72
202006,BE-V,44,2475,2153.25,990
202006,AA-U,12,184,150.88,53
202006,BM-Q,15,148,136.16,41
202006,LA-T,7,2087,1794.82,835
202006,FL-F,40,1067,938.96,277
202006,EW-F,8,1024,890.88,379
202006,UC-I,48,2302,2048.78,875
202006,DX-B,8,600,582,162
202006,MQ-H,15,2406,2141.34,938
202006,UW-Y,5,2482,2258.62,645
202006,MU-M,20,221,212.16,66
202006,HZ-V,19,2395,2323.15,934
202006,WO-K,6,2173,2086.08,847
202006,YM-Q,13,2445,2176.05,782
202006,IS-S,6,2439,2317.05,951
202006,EU-M,21,2092,1861.88,690
202006,ZK-W,21,2126,1955.92,574
202006,KX-G,24,2103,1976.82,736
202006,QK-X,22,737,663.3,258
202006,RH-W,37,479,416.73,134
202006,TS-Q,29,1766,1624.72,583
202006,GB-M,38,1215,1020.6,437
202006,CY-W,5,1320,1267.2,370
202006,GH-I,5,2456,2161.28,982
202006,EC-R,47,584,525.6,164
202006,YN-C,25,1965,1866.75,766
202006,QQ-P,26,1867,1754.98,560
202006,FF-Z,17,236,195.88,61
202006,MJ-M,13,2420,1984.4,702
202006,ZG-V,48,1201,1080.9,432
202006,BK-V,23,308,258.72,99
202006,MS-P,34,1840,1711.2,478
202006,QH-F,48,364,309.4,135
202006,JZ-Q,35,2008,1927.68,502
202006,QM-H,35,670,603,201
202006,CA-Z,48,1576,1434.16,441
202006,AH-H,22,1801,1638.91,522
202006,CQ-D,28,261,221.85,89
202006,TL-D,48,987,819.21,266
202006,XY-Y,8,1587,1460.04,571
202006,TP-G,12,700,623,259
202006,ET-W,39,226,194.36,70
202006,OY-R,21,1027,944.84,288
202006,YW-K,42,2499,2349.06,850
202006,JA-B,22,744,662.16,275
202006,MF-H,46,982,864.16,344
202006,VA-E,28,184,163.76,57
202006,UK-L,35,901,846.94,261
202006,GR-Z,7,1439,1208.76,460
202006,JW-G,19,1675,1474,553
202006,GC-Z,5,775,651,264
202006,NZ-O,38,1012,931.04,304
202006,KM-K,25,2106,1937.52,590
202006,TN-V,19,879,720.78,299
202006,DV-Q,26,1603,1474.76,497
202006,PT-B,27,1232,1195.04,468
202006,FX-O,21,2494,2269.54,998
202006,RE-S,44,1279,1099.94,384
202006,QI-Q,49,308,267.96,102
202006,ZD-B,34,1525,1418.25,503
202006,NT-Q,45,2156,2048.2,690
202006,UG-V,20,1079,971.1,270
202006,IF-D,49,846,812.16,279
202006,GB-E,18,1916,1705.24,728
202006,GF-U,31,2492,2367.4,972
202006,FI-D,43,1637,1407.82,573
202006,VU-S,15,1781,1674.14,659
202006,UI-V,28,199,165.17,56
202006,ZL-M,7,1408,1154.56,436
202006,JC-A,13,589,565.44,183
202006,UC-R,27,641,602.54,192
202006,TE-M,49,319,290.29,115
202006,MF-O,46,1084,964.76,358
202006,RI-O,47,632,530.88,228
202006,YH-R,14,669,602.1,234
202006,AA-V,44,1254,1028.28,401
202006,UJ-I,5,2218,1840.94,887
202006,TO-Y,12,2365,2057.55,733
202006,PP-G,44,1344,1276.8,538
202006,AM-W,9,290,269.7,81
202006,WC-Y,39,1809,1628.1,724
202006,AD-M,45,2041,1816.49,571
202006,YY-B,21,1439,1323.88,374
202006,EO-C,32,942,857.22,283
202006,RL-O,33,1931,1699.28,734
202006,SO-V,40,1113,1012.83,367
202006,WD-X,18,2181,1810.23,611
202006,JQ-S,40,122,113.46,44
202006,UM-Q,40,2209,1899.74,839
202006,OT-J,36,878,763.86,334
202006,WR-J,34,2257,1918.45,790
202006,JC-G,50,2243,1951.41,695
202006,ZG-F,26,2176,2023.68,805
202006,CX-B,43,472,434.24,132
202006,OX-Z,34,205,180.4,82
202006,UT-U,9,111,98.79,33
202006,FB-Y,33,2183,1964.7,655
202006,GD-B,11,252,209.16,66
202006,EK-N,49,517,449.79,196
202006,ZG-E,27,1365,1255.8,546
202006,IS-R,41,1186,1019.96,332
202006,IL-U,14,1010,858.5,374
202006,US-V,18,1941,1863.36,524
202006,JI-M,46,830,705.5,274
202006,VR-L,20,1666,1366.12,417
202006,EO-X,26,471,409.77,184
202006,PT-Y,42,582,494.7,146
202006,EO-S,18,1375,1306.25,358
202006,WB-M,42,923,886.08,258
202006,ER-C,40,236,217.12,78
202006,ND-B,28,610,561.2,153
202006,KW-I,17,524,455.88,152
202006,SP-F,24,442,388.96,177
202006,MO-K,36,928,807.36,306
202006,WT-B,15,457,443.29,142
202006,HQ-G,31,251,213.35,73
202006,SB-Z,50,703,660.82,232
202006,BO-N,35,257,226.16,95
202006,EC-E,26,2078,1703.96,561
202006,EO-L,26,571,508.19,223
202006,XU-H,35,276,229.08,108
202006,JM-G,23,1703,1651.91,494
202006,AW-Y,33,2218,1840.94,621
202006,TS-K,14,1795,1615.5,718
202006,GE-M,42,2230,1850.9,825
202006,EE-X,13,651,592.41,189
202006,JJ-M,47,1733,1663.68,485
202006,GI-B,18,2081,1810.47,749
202006,WC-T,15,1789,1466.98,555
202006,OA-Q,19,288,241.92,84
202006,AD-B,17,1204,1011.36,482
202006,PQ-K,37,1493,1373.56,597
202006,OK-Y,29,1558,1464.52,483
202006,NA-D,7,1881,1768.14,508
202006,QU-S,8,1963,1668.55,687
202006,AK-V,36,329,319.13,102
202006,PP-E,29,2298,1976.28,597
