îNåé,è§ïi,êîó ,íËâøîÑè„,îÑè„çÇ,îÑè„å¥âø
202003,CV-N,6,300,283.1,126
202003,SN-I,25,725,711.98,250
202003,VJ-U,13,780,786,273
202003,CA-X,7,609,604.89,266
202003,LJ-G,10,210,203.3,90
202003,FN-L,26,572,538.65,182
202003,YT-Q,26,390,337,182
202003,LR-H,8,416,400.61,152
202003,AS-J,50,300,299,100
202003,QA-Q,25,250,238.59,100
202003,ZC-T,39,741,735.57,312
202003,JL-J,20,760,728.64,320
202003,FA-A,25,450,432.25,150
202003,RW-R,50,350,345.51,150
202003,YJ-G,10,320,306.85,130
202003,OX-H,46,1012,553.87,322
202003,XX-A,45,495,485.45,180
202003,AN-J,31,372,360.84,155
202003,GT-E,45,180,192.08,90
202003,DM-C,29,638,606.72,261
202003,GZ-P,28,840,824.5,364
202003,YE-G,13,689,687,299
202003,KB-E,23,414,418,184
202003,MI-P,42,882,868.28,336
202003,PT-D,24,576,556.7,240
202003,SK-T,40,400,397.1,160
202003,TR-O,36,648,631.47,288
202003,ZL-P,13,455,454.41,208
202003,NA-U,20,100,105.73,40
202003,ZV-M,40,800,766.65,280
202003,JL-N,36,144,121.92,36
202003,BR-K,23,621,619,230
202003,FL-Q,17,238,223.25,85
202003,IV-N,49,98,98,49
202003,CV-P,16,368,368,144
202003,CR-W,10,530,506.88,190
202003,BM-H,16,176,176.22,80
202003,IL-F,19,304,306.9,114
202003,MH-N,21,777,760.32,336
202003,OV-X,23,161,166.84,69
202003,GU-N,30,810,760,300
202003,YS-F,22,396,377.28,154
202003,AX-E,5,225,223.74,85
202003,QI-N,46,782,767.27,322
202003,DR-Q,20,200,199,80
202003,DU-N,23,575,559.69,230
202003,SE-B,32,864,849.42,352
202003,RP-M,8,160,158,64
202003,JS-I,41,410,387.03,164
202003,GH-G,16,464,464,160
202003,FA-V,5,225,222.46,100
202003,WW-D,8,240,203,96
202003,QH-Q,40,120,107,40
202003,WF-B,15,885,872.2,330
202003,HV-Z,22,308,298.9,132
202003,IW-G,37,851,800.85,333
202003,PK-I,8,704,688.94,288
202003,CE-R,21,399,388.97,147
202003,ZN-O,7,896,848.35,364
202003,HS-F,30,660,211.68,270
202003,TX-I,6,270,262.64,108
202003,VN-S,14,826,798.31,350
202003,ZN-Z,32,96,100.94,32
202003,IE-H,48,1344,273.54,480
202003,HA-E,11,253,243.47,99
202003,JO-G,18,342,322.56,108
202003,LW-S,31,248,251.23,93
202003,UV-Q,30,210,214,90
202003,GC-G,25,250,242.88,100
202003,DW-W,28,196,200.9,84
202003,IN-L,5,185,185,75
202003,AS-V,11,517,513.81,198
202003,BJ-E,48,384,385,144
202003,OJ-Q,9,171,167.31,63
202003,GL-O,32,736,701.31,288
202003,CX-X,7,336,325.44,147
202003,YL-P,47,235,243.47,94
202003,CW-B,22,264,252.45,88
202003,IR-D,34,680,681.1,306
202003,SD-I,35,385,375.34,175
202003,BZ-Z,47,611,575.04,282
202003,DA-A,45,495,457.9,180
202003,RN-I,36,864,842.49,360
202003,VO-O,30,390,369.55,120
202003,IJ-V,41,369,354.24,123
202003,TV-N,18,558,541.26,198
202003,YF-V,10,470,467.28,170
202003,HI-L,15,780,782,330
202003,IK-O,22,154,154.44,66
202003,AC-I,40,440,427.5,160
202003,IS-G,42,336,344.96,168
202003,MB-T,47,282,277.42,94
202003,TW-M,39,117,131,78
202003,RX-N,11,176,172.48,66
202003,PT-B,25,575,550.96,250
202003,RH-T,32,768,743.82,320
202003,ZU-U,23,828,809.48,299
202003,LU-K,38,418,415.52,152
202003,YE-C,24,552,538.35,240
202003,ZM-C,21,2292,2200.32,756
202003,YD-J,20,1702,1480.74,630
202003,SF-X,40,1346,1278.7,458
202003,QG-K,11,543,461.55,201
202003,PY-X,45,1649,1418.14,610
202003,PW-O,34,2125,1870,765
202003,FN-M,39,2256,1940.16,609
202003,WC-B,44,115,96.6,36
202003,CZ-A,45,102,89.76,30
202003,AX-I,22,1489,1384.77,402
202003,VG-Q,27,1254,1178.76,401
202003,EQ-K,30,2381,2285.76,786
202003,ZB-G,18,616,529.76,216
202003,GP-P,36,1904,1561.28,571
202003,OW-D,28,1474,1282.38,413
202003,SS-A,7,1809,1501.47,525
202003,TF-L,5,1991,1632.62,776
202003,FW-B,26,2078,1787.08,623
202003,LO-N,19,671,637.45,201
202003,BL-C,31,921,874.95,249
202003,YS-J,27,1870,1626.9,505
202003,ME-S,9,1200,1020,444
202003,KB-W,28,1631,1533.14,440
202003,RT-Q,44,1261,1046.63,391
202003,JG-F,40,443,398.7,164
202003,RH-U,16,645,561.15,258
202003,QQ-D,32,1500,1365,480
202003,PG-G,20,794,762.24,302
202003,SY-H,34,453,439.41,177
202003,FE-H,31,1608,1543.68,643
202003,QM-C,18,662,569.32,225
202003,YY-A,21,747,627.48,194
202003,UH-O,14,2264,2060.24,838
202003,ZE-B,46,1099,1055.04,418
202003,WT-H,22,2294,1972.84,574
202003,GS-D,21,1622,1411.14,649
202003,HU-L,36,1217,997.94,341
202003,XK-R,27,997,937.18,309
202003,MD-H,40,324,304.56,123
202003,IC-Q,39,2336,2032.32,841
202003,CF-W,36,2410,2096.7,771
202003,IV-W,42,1283,1052.06,398
202003,QF-H,18,895,805.5,304
202003,JY-F,30,2133,1877.04,853
202003,IE-W,27,1253,1152.76,439
202003,JL-I,5,1740,1635.6,452
202003,PS-C,25,183,157.38,48
202003,PP-P,24,855,769.5,282
202003,PF-X,48,1591,1368.26,493
202003,AE-I,36,2052,1969.92,616
202003,UG-H,9,312,258.96,125
202003,TC-O,41,1329,1235.97,452
202003,KU-K,35,877,771.76,324
202003,CT-K,23,1914,1856.58,708
202003,JW-W,38,1695,1644.15,492
202003,YU-L,15,535,513.6,150
202003,BX-B,46,139,122.32,51
202003,GT-S,25,1358,1276.52,475
202003,WK-I,40,1095,897.9,296
202003,KU-Z,5,890,827.7,356
202003,BK-P,9,2174,1804.42,565
202003,UE-W,12,2123,1762.09,743
202003,BZ-D,11,579,532.68,145
202003,SE-G,14,1387,1303.78,555
202003,ZW-E,48,2078,1911.76,644
202003,FL-S,23,2175,1827,718
202003,IH-O,43,128,113.92,50
202003,PA-P,37,1383,1244.7,387
202003,GQ-Z,5,2043,1838.7,633
202003,VS-L,39,1796,1508.64,521
202003,MU-I,30,495,410.85,183
202003,QB-B,30,1980,1782,554
202003,YG-S,19,1995,1875.3,618
202003,TA-E,23,2394,2178.54,670
202003,IA-P,10,936,767.52,253
202003,BL-O,41,640,595.2,173
202003,CC-W,35,916,751.12,366
202003,HH-J,49,667,546.94,220
202003,WP-C,5,885,752.25,266
202003,RI-F,8,1815,1579.05,635
202003,OC-Y,46,2163,2011.59,822
202003,XU-A,31,1915,1819.25,728
202003,HC-S,32,1456,1295.84,510
202003,HI-S,46,725,659.75,290
202003,QV-M,28,1001,870.87,400
202003,RW-R,38,2303,1911.49,645
202003,WA-J,30,1762,1532.94,670
202003,QU-V,21,1418,1290.38,397
202003,AO-H,28,1397,1271.27,433
202003,GG-U,38,613,539.44,221
202003,VJ-J,46,2220,2064.6,799
202003,CA-W,48,2246,1909.1,584
202003,DW-L,40,577,478.91,156
202003,UT-N,19,1219,1170.24,463
202003,UT-W,50,443,411.99,151
202003,FN-S,6,2114,2008.3,803
202003,JN-T,29,2334,2007.24,724
