îNåé,è§ïi,êîó ,íËâøîÑè„,îÑè„çÇ,îÑè„å¥âø
202009,RK-E,46,506,486.09,184
202009,TZ-N,48,1296,798.7,432
202009,AN-V,8,624,439.56,264
202009,CH-M,35,665,654.72,280
202009,GM-F,13,962,848,338
202009,GK-A,50,900,133.28,400
202009,YC-R,44,1760,453.74,704
202009,RT-M,7,147,144.53,56
202009,QH-S,48,672,696,240
202009,OM-S,34,2652,423,952
202009,IE-H,7,196,192.06,70
202009,KV-S,34,476,169.92,170
202009,PL-U,47,893,469,376
202009,LU-O,30,780,794,330
202009,NI-U,19,475,451.25,152
202009,PQ-S,48,336,339.15,144
202009,AX-M,40,760,720.96,280
202009,QM-S,47,282,273.24,94
202009,TD-P,40,400,414,160
202009,NK-A,19,342,335.04,133
202009,RC-C,41,287,291.06,123
202009,OO-N,26,104,99.84,52
202009,SH-L,26,312,323,104
202009,LK-Q,42,126,139.68,42
202009,JS-O,36,252,244.15,72
202009,FI-O,5,275,260.3,90
202009,GA-N,12,636,630.63,288
202009,JM-I,26,286,276.45,104
202009,MH-X,29,870,822.72,319
202009,ZM-G,25,475,450.08,175
202009,RE-E,23,368,340.1,138
202009,JU-O,12,576,576.18,252
202009,NJ-T,19,152,140.14,57
202009,LA-I,46,230,247.5,92
202009,WB-O,32,384,374,128
202009,AZ-W,49,490,490.98,196
202009,CM-J,49,882,888,392
202009,HP-S,42,546,534.85,210
202009,WC-O,20,680,653.76,240
202009,CO-P,44,616,597,264
202009,OO-Y,37,407,405.9,185
202009,SF-A,17,357,342.41,136
202009,NM-N,39,819,771.84,351
202009,YW-D,18,504,477.12,180
202009,RZ-U,24,672,667.38,264
202009,ZD-C,24,624,610.54,240
202009,NU-M,25,200,196.8,75
202009,ON-I,32,864,828.38,288
202009,HD-T,27,513,498.75,189
202009,JA-C,9,387,385,162
202009,VZ-Q,42,378,392.04,168
202009,AR-P,43,559,545,215
202009,VJ-X,5,760,737.2,280
202009,UJ-Z,13,871,867.24,299
202009,FN-U,30,840,832,300
202009,SV-E,21,588,566.4,252
202009,PO-O,29,464,458.81,174
202009,BC-W,23,621,595.65,230
202009,NN-Z,22,242,228.95,88
202009,XX-Y,8,368,357.7,160
202009,QC-U,23,828,822,299
202009,RK-Y,45,360,362.34,180
202009,ZI-P,48,96,97,48
202009,GL-I,22,176,174.44,66
202009,OP-U,48,672,656.45,240
202009,BR-H,13,221,220,104
202009,YS-L,16,512,512.82,224
202009,QZ-V,34,850,824.5,340
202009,UG-J,26,286,289.08,130
202009,RS-A,48,240,244.44,96
202009,CG-A,7,280,275.22,119
202009,SO-B,33,198,180.18,66
202009,GX-R,5,830,819.72,310
202009,ZP-Y,26,702,688.05,286
202009,HX-O,24,480,465.3,192
202009,CS-N,12,408,399.84,156
202009,KO-M,17,357,340.1,119
202009,QR-O,24,840,819.65,336
202009,IW-P,14,364,344.85,126
202009,ZY-G,10,500,485.1,190
202009,WM-R,6,378,368.48,132
202009,PQ-E,46,322,332.64,138
202009,VM-X,49,686,692.01,294
202009,JS-P,32,288,282,96
202009,EE-Q,48,864,828.1,288
202009,TA-G,26,624,634,234
202009,LV-D,13,780,741,325
202009,KU-G,45,675,681.12,225
202009,QK-Z,41,451,440.55,205
202009,HL-P,17,816,774.25,323
202009,TI-V,39,780,755.25,312
202009,LC-W,28,840,826.14,336
202009,BM-N,28,784,762.24,336
202009,VD-O,50,1500,434.14,600
202009,IS-V,14,336,336,126
202009,NY-C,45,585,540.48,180
202009,ZE-F,46,874,848.75,322
202009,WN-X,10,340,337.12,120
202009,CN-V,16,688,673.26,288
202009,GA-Q,39,1378,1198.86,345
202009,RE-X,8,1360,1251.2,381
202009,BO-C,14,729,670.68,226
202009,JK-R,34,828,728.64,315
202009,ZF-G,33,1002,901.8,271
202009,DS-Z,5,2458,2089.3,787
202009,AF-B,42,1494,1314.72,418
202009,FD-Q,6,2316,2200.2,926
202009,CQ-S,49,992,892.8,288
202009,XE-R,24,689,571.87,262
202009,ZN-U,50,2066,1921.38,764
202009,JG-A,26,1212,1175.64,412
202009,HO-U,22,1002,861.72,331
202009,EF-H,48,2129,2043.84,852
202009,CA-W,39,2132,1748.24,789
