îNåé,è§ïi,êîó ,íËâøîÑè„,îÑè„çÇ,îÑè„å¥âø
201809,CA-J,6,804,793,360
201809,OP-J,34,816,780,272
201809,ZD-F,43,301,304,129
201809,CV-R,43,559,553,215
201809,VC-S,26,"2,288",296,832
201809,ZO-I,32,864,839,320
201809,CI-R,41,656,671,246
201809,II-Z,34,884,886,306
201809,WC-P,6,120,113,42
201809,TQ-Q,35,455,456,210
201809,IO-H,25,775,764,275
201809,KZ-T,42,504,469,168
201809,EF-Y,6,558,534,234
201809,EH-P,15,615,608,255
201809,IY-Q,36,612,624,252
201809,WG-E,5,450,447,190
201809,OX-X,19,342,332,114
201809,OB-G,45,180,162,45
201809,ZY-D,17,782,773,306
201809,NX-K,25,225,207,75
201809,XL-U,46,368,377,138
201809,AV-F,13,299,299,104
201809,XG-B,14,252,244,112
201809,RK-E,45,495,317,180
201809,JO-K,26,650,615,260
201809,QQ-K,26,676,663,286
201809,YJ-A,22,638,395,264
201809,YJ-A,7,203,197,84
201809,YC-B,34,612,580,272
201809,BA-M,45,720,680,270
201809,KC-S,30,420,398,150
201809,MP-N,17,884,860,391
201809,WB-X,27,378,373,162
201809,OM-E,32,160,158,64
201809,KC-W,13,533,525,195
201809,FP-U,18,846,825,288
201809,KF-F,11,858,844,341
201809,MH-Z,5,795,761,335
201809,YZ-K,32,512,483,224
201809,GX-D,29,232,221,87
201809,OF-V,17,170,170,68
201809,PZ-K,36,108,108,36
201809,KZ-B,48,528,520,240
201809,MV-D,27,432,407,162
201809,IU-W,28,336,335,112
201809,QK-L,29,348,344,116
201809,BT-A,14,280,274,98
201809,GI-W,24,336,328,120
201809,SN-L,48,768,730,336
201809,TI-I,23,851,806,322
201809,ZN-U,26,494,475,208
201809,FL-I,31,496,485,186
201809,TZ-N,24,648,625,216
201809,JI-C,32,192,175,64
201809,JN-P,17,782,639,289
201809,MG-K,28,"1,680",603,728
201809,DM-N,38,798,757,304
201809,JC-G,19,399,396,171
201809,DI-U,7,896,851,364
201809,ER-C,41,451,416,164
201809,KR-G,18,252,252,90
201809,NL-X,29,406,390,174
201809,EN-W,6,660,630,282
201809,WW-J,46,598,573,230
201809,SD-J,22,110,112,44
201809,GE-A,39,"1,794",838,702
201809,YE-U,7,756,754,273
201809,DM-T,37,333,328,111
201809,NQ-B,5,170,166,70
201809,SS-D,8,"1,376",467,456
201809,LX-S,26,780,606,338
201809,RB-I,39,312,307,117
201809,JW-M,8,288,292,120
201809,XC-F,36,252,224,72
201809,BY-D,5,885,849,305
201809,RS-M,10,520,524,190
201809,UK-K,9,882,872,378
201809,WY-P,44,132,143,44
201809,KV-G,44,264,253,88
201809,TU-I,12,792,781,300
201809,PY-S,47,799,782,282
201809,ZW-K,36,360,368,144
201809,EF-F,37,148,155,74
201809,SI-I,40,880,858,360
201809,DC-I,21,105,113,42
201809,PN-N,15,705,680,285
201809,QZ-A,20,440,415,160
201809,QA-L,38,"1,140",575,494
201809,ZQ-K,13,754,719,299
201809,GA-H,32,736,722,288
201809,IB-C,44,396,397,176
201809,NC-R,37,777,751,296
201809,YB-O,10,190,184,70
201809,AW-J,6,510,500,192
201809,XE-L,25,250,232,100
201809,KS-C,9,648,638,288
201809,RR-L,41,574,560,246
201809,FW-P,38,722,710,304
201809,VS-A,45,540,528,180
201809,RO-U,18,"1,714","1,577",634
201809,UT-R,50,914,832,338
201809,NF-X,33,851,732,281
201809,CL-O,45,"2,346","2,229",587
201809,QL-M,42,"1,114",958,423
201809,NY-Z,12,"1,110","1,066",355
201809,HJ-V,15,"2,032","1,890",813
201809,GW-U,30,"1,721","1,480",499
201809,AD-O,49,"1,507","1,236",603
201809,DD-B,13,"2,163","2,076",865
201809,YT-O,27,"1,099","1,011",440
201809,CG-R,41,179,154,54
201809,YN-N,24,"1,394","1,310",502
201809,FJ-Z,17,"1,132",928,385
201809,PM-T,48,"1,416","1,359",396
201809,UH-Z,11,336,323,94
201809,IS-W,22,485,451,131
201809,WC-V,42,"1,133",940,431
201809,MW-M,17,294,282,100
201809,OR-L,42,307,252,98
201809,WW-Y,38,770,732,193
201809,TP-Z,40,374,325,123
201809,WU-G,44,"1,806","1,553",488
201809,IO-B,14,915,869,357
201809,OH-P,19,299,260,96
201809,UC-Y,43,"1,849","1,627",703
201809,GU-Q,38,"2,480","2,058",893
201809,JU-S,32,"2,028","1,947",568
201809,EZ-N,42,"1,065","1,022",415
201809,TO-Y,17,"1,535","1,289",537
201809,EW-Z,32,"1,486","1,352",386
201809,TT-H,41,927,779,334
201809,KZ-T,35,679,638,231
201809,YD-B,12,"1,894","1,705",587
201809,BN-U,48,985,896,325
201809,ZV-K,43,"2,153","2,088",775
201809,AD-T,11,553,509,188
201809,ZS-W,15,"1,270","1,181",419
201809,XY-M,32,385,327,104
201809,VI-N,34,"2,011","1,830",563
201809,ID-T,42,"2,298","2,114",827
201809,DE-B,35,"1,045",993,387
201809,VO-O,20,193,160,64
201809,AF-N,12,310,295,102
201809,BD-Z,14,"1,568","1,521",486
201809,IJ-I,22,"2,046","1,882",675
201809,QD-N,19,"1,625","1,544",585
201809,XN-S,16,"1,716","1,441",498
201809,GW-K,20,295,242,106
201809,WI-Q,17,972,894,301
201809,MT-D,8,"1,667","1,400",483
201809,NT-A,43,332,282,126
201809,YE-J,12,"2,443","2,199",660
201809,PM-G,35,705,627,233
201809,DM-W,46,418,372,109
201809,QZ-S,22,"2,334","2,171",817
201809,SL-Z,27,"1,501","1,291",465
201809,BN-N,44,221,201,57
201809,JH-E,35,"1,129","1,039",350
201809,JH-I,19,"1,176","1,000",400
201809,RP-F,39,"1,634","1,422",409
201809,YW-S,19,"2,064","2,002",516
201809,DK-I,37,410,344,103
201809,SH-N,39,111,93,30
201809,ZC-S,31,598,580,155
201809,CB-X,49,154,126,40
201809,IN-P,40,963,857,318
201809,BP-P,40,"2,113","2,050",655
201809,AU-E,22,"1,632","1,338",441
201809,GW-Q,25,573,470,166
201809,AJ-G,32,"1,192","1,073",298
201809,FQ-M,50,"1,960","1,666",745
201809,XH-J,35,"1,825","1,697",511
201809,VB-L,33,"2,157","1,833",755
201809,VQ-W,20,"1,452","1,220",494
201809,BY-S,15,285,237,71
201809,TL-L,12,460,391,129
201809,FP-T,41,477,425,172
201809,ES-X,25,"2,381","2,143",952
201809,JX-K,40,"1,643","1,380",657
201809,HC-F,24,"2,233","2,099",893
201809,QE-U,16,"2,040","1,979",612
201809,TS-L,40,"1,767","1,555",548
201809,HX-E,20,"1,943","1,652",680
201809,AH-W,6,"2,281","1,893",707
201809,MX-N,14,906,770,227
201809,EL-C,21,151,142,51
201809,MQ-N,35,"2,105","1,726",610
201809,HJ-Q,14,"1,048",901,356
201809,PW-F,37,256,248,92
201809,SA-C,27,"1,643","1,446",460
201809,ZX-X,22,"1,589","1,351",556
201809,MF-P,19,"1,467","1,320",499
201809,CA-D,24,996,956,269
201809,AN-V,35,"2,402","2,258",841
201809,OW-R,41,"2,041","1,837",510
201809,EK-I,17,"1,862","1,601",670
201809,IA-T,36,643,579,244
201809,EL-O,40,545,485,207
201809,MK-M,19,904,768,262
201809,WQ-T,11,"1,954","1,602",664
201809,NA-V,47,"1,734","1,509",624
201809,CA-T,25,"1,854","1,576",575
201809,UJ-J,38,794,738,230
201809,GP-C,25,177,156,53
201809,ZZ-G,30,147,122,46
201809,GH-L,15,"2,455","2,210",663
201809,KH-L,46,"1,882","1,656",734
201809,MN-K,43,"1,165","1,037",431
201809,VL-P,9,868,755,330
201809,ML-E,35,"1,251","1,101",500
201809,WK-L,49,"1,338","1,284",361
201809,QM-P,5,"1,619","1,473",437
201809,ZN-P,13,"2,027","1,824",628
201809,KS-Q,7,"1,763","1,675",494
201809,UW-Q,12,"1,714","1,525",668
201809,EX-O,12,"2,124","1,848",680
201809,CR-F,45,"1,242","1,192",348
201809,SZ-D,50,"1,389","1,347",347
201809,RK-C,47,"2,344","2,039",609
201809,MQ-Y,15,555,533,194
201809,OI-U,29,"2,395","1,964",838
201809,PO-T,50,"1,916","1,820",517
201809,SC-N,47,"1,611","1,337",499
201809,CH-N,45,"1,106",995,365
201809,ZM-U,21,"2,342","1,991",726
201809,OX-W,13,"2,349","1,997",893
201809,FO-O,33,352,331,106
201809,LR-T,44,"1,241","1,179",496
201809,SH-L,19,"1,553","1,367",419
201809,BL-Q,50,735,617,206
201809,FC-Z,44,955,850,353
201809,SK-Z,41,"1,415","1,288",354
201809,ZW-P,42,945,803,284
201809,EC-F,22,901,865,279
201809,LX-S,47,"1,399","1,147",546
201809,OO-N,19,246,234,62
201809,EV-T,36,789,671,284
201809,QH-W,38,951,913,266
201809,DH-D,23,224,211,58
201809,PN-P,46,310,298,109
201809,WW-N,48,"1,179","1,073",330
201809,HC-M,29,306,275,104
201809,IF-S,35,313,260,122
201809,QR-W,30,"1,152","1,094",300
201809,GV-L,17,"2,226","2,026",712
201809,MO-I,38,"1,161","1,091",348
201809,DO-M,33,"1,408","1,295",507
201809,UG-A,16,"1,602","1,442",577
201809,LU-E,35,619,594,198
201809,GQ-W,43,"2,298","2,160",919
201809,TS-R,39,775,705,271
201809,CV-K,14,119,109,30
