îNåé,è§ïi,êîó ,íËâøîÑè„,îÑè„çÇ,îÑè„å¥âø
202103,EU-Q,10,490,490,170
202103,CN-P,6,870,863.28,336
202103,IR-W,10,370,364.32,130
202103,LQ-W,6,138,131.52,48
202103,RB-H,21,945,493.44,336
202103,YV-L,26,624,582.35,260
202103,VD-D,23,1610,272.25,736
202103,QU-E,9,756,729.44,324
202103,HT-B,26,572,564.54,260
202103,EK-N,5,315,305.55,105
202103,GI-M,23,874,184.3,345
202103,DG-A,22,1122,152,396
202103,NN-S,19,798,781.82,266
202103,VD-O,24,720,692.55,288
202103,AJ-N,39,1599,214.83,702
202103,ZU-X,40,840,784.7,320
202103,WF-V,45,540,531.84,180
202103,OS-R,32,352,351,160
202103,MP-I,38,684,653.6,266
202103,XL-E,44,792,781,352
202103,LU-J,34,170,181.3,68
202103,EC-W,24,240,235.6,96
202103,ZN-S,25,750,715.2,275
202103,AC-E,49,392,378,147
202103,MO-T,24,240,220.8,96
202103,GD-T,5,860,817,320
202103,MR-G,35,770,754.56,280
202103,IB-K,42,630,600.96,210
202103,ZB-A,28,588,557.76,252
202103,ZQ-P,24,288,291.06,96
202103,XD-M,19,437,424.86,190
202103,KX-M,30,840,827.41,300
202103,DF-Z,30,330,319.68,120
202103,TB-K,44,528,548,220
202103,WI-Y,23,437,406.6,138
202103,TC-Y,16,368,370.26,160
202103,US-I,5,335,319.68,130
202103,JS-F,40,720,727,320
202103,XS-X,26,520,529,208
202103,CD-O,9,792,764.36,315
202103,VD-V,50,500,482,150
202103,GM-Z,13,520,500.16,195
202103,GY-M,13,364,349.2,143
202103,ZY-O,37,629,616.32,222
202103,DF-E,46,828,851,322
202103,NU-I,25,250,247,100
202103,MT-C,25,150,157.14,50
202103,PR-J,46,138,116.82,46
202103,TW-Z,49,490,466.48,196
202103,KY-Q,30,810,757.15,300
202103,RP-J,20,860,817.92,340
202103,GE-O,17,680,651.84,272
202103,GC-Y,27,270,267,108
202103,MZ-U,19,361,341.05,152
202103,AH-A,40,840,824.18,360
202103,DJ-Q,15,615,590.4,210
202103,VS-H,18,342,336,126
202103,XG-F,39,663,641.52,234
202103,PD-F,40,600,580.06,240
202103,UL-F,20,320,309.43,120
202103,DZ-B,20,820,784.32,340
202103,DM-X,5,370,367.29,145
202103,NG-A,7,399,392,154
202103,VB-P,49,245,224.42,98
202103,PK-H,15,600,594.86,225
202103,IJ-W,12,168,168,72
202103,QO-Y,14,560,535.8,196
202103,NU-J,24,384,371.42,168
202103,XB-A,47,188,185,94
202103,ED-U,47,188,173.25,94
202103,QS-I,48,576,581,192
202103,KT-F,48,192,205.2,96
202103,QP-Q,42,546,521.86,210
202103,NA-I,16,784,755.52,288
202103,AI-A,6,894,857.28,384
202103,FL-O,15,420,404.49,135
202103,CM-L,10,470,458.81,190
202103,UF-V,42,210,182.4,84
202103,SE-G,33,264,254.43,99
202103,QD-K,45,180,190.12,45
202103,VX-N,22,352,330.24,132
202103,FF-I,8,240,229.44,88
202103,HZ-N,25,475,452.2,175
202103,IC-T,42,168,177.6,84
202103,KC-X,6,864,831.36,360
202103,TY-U,48,144,133,48
202103,FJ-P,19,190,196,95
202103,ZB-R,45,315,290.08,135
202103,PK-R,34,748,719.15,306
202103,KQ-G,48,672,659,288
202103,PU-O,29,841,828.1,319
202103,IK-D,50,350,370.26,150
202103,SO-M,33,99,111,33
202103,VN-E,24,360,331.55,144
202103,XC-E,5,755,753,285
202103,LP-J,14,756,717.25,266
202103,EL-F,38,152,165.33,76
202103,RZ-M,23,805,756.2,276
202103,VX-J,16,96,97.92,48
202103,FF-A,6,118,114.46,34
202103,CE-Z,41,155,128.65,51
202103,AZ-O,25,2054,1786.98,657
202103,ZD-N,26,1661,1445.07,548
202103,XZ-C,9,1808,1681.44,542
202103,CV-M,29,2278,2095.76,661
202103,KL-R,42,2258,1919.3,790
202103,HD-N,20,606,539.34,206
202103,XH-A,41,1531,1469.76,505
202103,WD-Y,6,306,272.34,77
202103,AJ-Q,28,2252,1959.24,811
202103,GI-A,28,2138,1795.92,663
202103,QX-D,15,2129,2001.26,554
202103,FE-X,43,627,564.3,219
202103,UT-W,8,2189,1948.21,876
202103,ZJ-K,8,615,541.2,197
202103,VS-N,34,927,880.65,343
202103,YO-I,42,1344,1196.16,336
202103,JA-T,16,923,839.93,295
202103,OT-R,37,387,328.95,101
202103,SF-Z,21,2462,2141.94,960
202103,KD-C,6,2177,1937.53,675
202103,UI-L,40,1260,1197,466
202103,SW-R,12,852,783.84,273
202103,KP-L,42,1010,959.5,273
202103,ZI-O,12,2328,2188.32,675
202103,WW-I,6,1626,1463.4,504
202103,ES-G,8,1870,1813.9,617
202103,AK-Z,50,1470,1205.4,426
202103,HQ-A,45,2023,1658.86,546
202103,SM-U,40,2183,2073.85,764
202103,VJ-K,38,1622,1540.9,438
202103,XB-W,33,1515,1469.55,394
202103,FB-Q,19,1439,1381.44,518
202103,YB-X,31,1866,1679.4,485
202103,DP-P,49,2049,1823.61,697
202103,MK-O,33,890,738.7,285
202103,DC-R,34,1772,1683.4,709
202103,US-J,29,2263,1878.29,883
202103,LN-H,7,1600,1424,608
202103,JY-X,50,1310,1179,393
202103,KO-N,21,2417,2102.79,725
202103,DM-Z,21,655,569.85,216
202103,TU-L,25,1109,1053.55,311
202103,TJ-E,48,2137,2008.78,769
202103,RL-L,5,2248,1888.32,854
202103,CX-L,42,237,210.93,71
202103,VW-A,42,848,805.6,263
202103,DI-K,11,164,137.76,57
202103,BZ-Z,45,472,410.64,132
202103,EY-O,22,217,177.94,85
202103,SR-I,17,1625,1348.75,406
202103,ZT-T,14,1694,1592.36,508
202103,QY-J,20,812,779.52,317
202103,JJ-J,48,2166,1797.78,693
202103,CF-Z,23,2477,2055.91,991
202103,RN-N,31,1307,1124.02,353
202103,KY-Y,19,1977,1878.15,593
202103,CW-P,11,1498,1303.26,389
202103,WS-R,8,1042,989.9,375
202103,HK-W,42,1597,1453.27,399
202103,QA-S,30,837,744.93,276
202103,BV-Q,40,553,514.29,205
202103,WH-B,12,1739,1686.83,574
202103,DC-X,21,1897,1650.39,626
202103,JK-D,19,206,195.7,76
202103,TJ-O,14,1482,1244.88,415
202103,KO-R,29,1091,1058.27,295
202103,YB-E,13,780,717.6,195
202103,NP-Z,11,1223,1149.62,453
202103,CR-Z,22,472,434.24,165
202103,DV-L,31,807,750.51,202
202103,GS-Z,6,1599,1423.11,416
202103,HL-F,6,2004,1943.88,802
202103,DF-W,36,319,283.91,108
202103,OT-J,31,2100,1743,798
202103,OE-J,18,2192,1885.12,658
202103,BZ-A,35,322,276.92,100
202103,WQ-H,49,191,185.27,59
202103,CB-J,8,984,836.4,344
202103,NT-H,35,853,725.05,222
202103,FK-X,17,2386,2266.7,740
202103,OJ-Y,19,650,578.5,241
202103,FV-T,32,446,370.18,129
202103,IV-L,43,2039,1957.44,571
202103,XY-E,6,419,343.58,155
