îNåé,è§ïi,êîó ,íËâøîÑè„,îÑè„çÇ,îÑè„å¥âø
202010,MG-K,8,480,458.88,208
202010,AF-Q,39,2223,293.04,858
202010,UX-A,44,924,879.12,396
202010,CQ-S,23,322,321.75,115
202010,PE-D,46,1196,608.85,414
202010,EZ-F,48,576,580.06,240
202010,SF-N,26,1820,394.25,754
202010,JQ-E,44,660,517.77,264
202010,LW-S,24,192,99.75,72
202010,QK-J,35,945,877,385
202010,TO-Y,14,154,142.08,56
202010,VA-K,13,871,864.27,364
202010,CN-V,48,2064,209.72,864
202010,YW-P,17,323,304.32,102
202010,MM-C,36,252,230.3,108
202010,UR-C,48,672,680,240
202010,SJ-U,37,592,570.36,222
202010,OP-M,33,627,622.74,264
202010,QV-W,7,434,416.64,168
202010,KA-K,14,252,249,98
202010,FT-W,12,180,177.6,72
202010,IA-H,9,531,515.07,189
202010,CU-O,48,672,642.88,288
202010,ZX-Q,7,196,197.01,77
202010,CX-L,43,387,355.3,129
202010,EN-O,16,336,325.85,144
202010,KS-J,10,170,166.84,70
202010,QF-Z,6,450,442.96,192
202010,ZV-V,32,384,371.25,160
202010,ZZ-Q,26,104,91.2,26
202010,TL-L,18,144,146.47,54
202010,LM-F,39,1287,273.42,546
202010,LM-F,20,660,649.74,280
202010,ML-G,27,810,766.65,297
202010,MQ-O,19,836,796.8,304
202010,LN-A,47,846,852.39,329
202010,YM-E,8,768,730.55,280
202010,DY-W,21,336,337,147
202010,ZA-E,14,714,693.84,238
202010,QT-X,22,594,600,220
202010,HB-B,13,754,727.5,312
202010,YR-A,8,496,489.02,192
202010,IJ-X,46,230,209.95,92
202010,TE-M,34,204,198.94,68
202010,DF-I,20,160,157,60
202010,LQ-X,23,391,397,184
202010,CS-F,15,1650,859.46,645
202010,TG-X,9,117,116.4,45
202010,BN-G,10,220,206.15,80
202010,IM-K,13,468,474,195
202010,WR-W,12,168,172,60
202010,WP-A,27,297,277.44,108
