îNåé,è§ïi,êîó ,íËâøîÑè„,îÑè„çÇ,îÑè„å¥âø
201812,TM-Q,33,561,548.46,198
201812,KQ-F,46,552,571,230
201812,SC-G,19,456,455,152
201812,DN-G,15,1365,749.43,495
201812,OU-A,20,620,582.35,260
201812,HA-Y,26,520,495.36,208
201812,EA-X,30,1470,319.2,600
201812,MV-T,21,189,173.85,63
201812,VG-K,15,375,367.5,135
201812,UH-J,38,190,180.48,76
201812,PU-E,27,486,458.81,216
201812,OL-X,47,282,290.07,94
201812,KY-T,16,496,495,208
201812,WK-Y,17,867,834.2,357
201812,UU-A,29,87,94.08,29
201812,LF-I,14,350,342.02,140
201812,FI-S,6,192,182.4,72
201812,GC-K,11,341,334.62,121
201812,BW-Y,44,572,558.6,220
201812,VA-F,46,874,870.21,368
201812,FG-V,7,777,746.88,315
201812,LA-E,44,440,432.62,132
201812,AG-Z,31,186,173.85,62
201812,BC-P,31,775,736.25,341
201812,MV-K,24,888,880,384
201812,ZF-O,18,612,596.97,252
201812,EM-F,49,196,193,98
201812,AW-H,18,720,728,306
201812,VL-Y,31,155,153.26,62
201812,ES-U,9,261,251.52,90
201812,OC-E,5,625,610.54,245
201812,ZD-S,18,360,350.4,126
201812,NG-R,37,1406,505.37,518
201812,CY-X,50,650,619.4,200
201812,IM-L,36,3096,104,1368
201812,HL-W,33,396,399,165
201812,HR-W,18,396,379.2,144
201812,QY-G,11,209,207.58,88
201812,DR-O,22,198,185.28,66
201812,XK-F,17,306,287.85,119
201812,LP-A,8,512,497.84,200
201812,LN-U,33,396,398.67,165
201812,YL-M,24,552,547.47,216
201812,KD-P,11,638,616.92,220
201812,QB-J,36,540,518.95,180
201812,LZ-E,48,864,867.3,336
201812,SA-S,28,756,745,308
201812,DY-D,37,3811,611,1665
201812,NG-E,36,432,431,180
201812,YK-Y,32,608,576.65,224
201812,LC-T,5,460,448.14,190
201812,CJ-G,50,800,792,350
201812,IU-R,44,792,762.24,308
201812,BY-K,38,874,814.15,304
201812,YB-B,26,260,241.3,104
201812,SE-N,25,500,488.04,175
201812,NQ-Q,19,494,468.35,171
201812,UY-C,13,728,713.44,273
201812,TC-G,43,903,873,387
201812,PO-I,30,300,294.72,120
201812,IA-N,18,648,643.86,234
201812,JX-Q,42,336,332,126
201812,VE-U,21,693,681.1,273
201812,OL-S,38,228,243,114
201812,AJ-F,23,368,346.29,115
